Latitude, Longitude, Altitude
5.5592194, 95.3160550, 6.4
5.5592160, 95.3160710, 6.8
5.5592151, 95.3160780, 7.6
5.5592136, 95.3160860, 8.2
5.5592113, 95.3160930, 8.0
5.5592103, 95.3160930, 8.1
5.5592051, 95.3161010, 8.2
5.5592022, 95.3161010, 8.2
5.5591989, 95.3161010, 7.9
5.5591960, 95.3161010, 7.5
5.5591955, 95.3161010, 7.2
5.5591946, 95.3161010, 6.9
5.5591931, 95.3161010, 6.7
5.5591931, 95.3161010, 6.2
5.5591917, 95.3161010, 6.1
5.5591922, 95.3161010, 6.0
5.5591931, 95.3161010, 6.1
5.5591879, 95.3161010, 5.8
5.5591812, 95.3161010, 5.3
5.5591803, 95.3160930, 5.1
5.5591779, 95.3160930, 5.2
5.5591760, 95.3160930, 5.2
5.5591726, 95.3160930, 5.4
5.5591712, 95.3160930, 5.4
5.5591698, 95.3160930, 5.3
5.5591636, 95.3160930, 5.3
5.5591598, 95.3160860, 5.2
5.5591583, 95.3160860, 4.8
5.5591607, 95.3160860, 4.6
5.5591631, 95.3160860, 4.7
5.5591631, 95.3160860, 4.8
5.5591640, 95.3160860, 4.8
5.5591655, 95.3160860, 4.7
5.5591640, 95.3160860, 4.8
5.5591626, 95.3160860, 4.8
5.5591607, 95.3160860, 4.7
5.5591602, 95.3160780, 4.6
5.5591578, 95.3160780, 4.5
5.5591574, 95.3160780, 4.4
5.5591555, 95.3160780, 4.3
5.5591545, 95.3160780, 4.2
5.5591536, 95.3160780, 4.1
5.5591540, 95.3160780, 4.1
5.5591545, 95.3160780, 3.9
5.5591536, 95.3160780, 3.9
5.5591536, 95.3160780, 3.7
5.5591545, 95.3160780, 3.7
5.5591536, 95.3160710, 3.9
5.5591555, 95.3160710, 3.8
5.5591559, 95.3160710, 4.3
5.5591574, 95.3160710, 4.5
5.5591578, 95.3160710, 5.2
5.5591578, 95.3160710, 5.8
5.5591588, 95.3160630, 6.1
5.5591598, 95.3160630, 6.6
5.5591607, 95.3160630, 7.0
5.5591621, 95.3160630, 7.6
5.5591631, 95.3160550, 8.2
5.5591640, 95.3160550, 8.6
5.5591655, 95.3160550, 9.0
5.5591674, 95.3160550, 9.5
5.5591698, 95.3160550, 10.1
5.5591717, 95.3160550, 10.9
5.5591731, 95.3160550, 11.6
5.5591755, 95.3160550, 12.4
5.5591779, 95.3160550, 13.3
5.5591803, 95.3160550, 13.9
5.5591831, 95.3160550, 14.8
5.5591841, 95.3160550, 15.5
5.5591865, 95.3160630, 15.8
5.5591879, 95.3160630, 15.6
5.5591922, 95.3160630, 15.5
5.5591917, 95.3160780, 15.7
5.5591903, 95.3160780, 13.0
5.5591898, 95.3160780, 12.3
5.5591888, 95.3160780, 11.7
5.5591903, 95.3160860, 11.1
5.5591912, 95.3160860, 11.0
5.5591917, 95.3160860, 10.9
5.5591950, 95.3160860, 10.8
5.5591979, 95.3160860, 10.9
5.5592036, 95.3160930, 11.0
5.5592103, 95.3160930, 11.5
5.5592136, 95.3160930, 12.4
5.5592160, 95.3160930, 12.4
5.5592189, 95.3160930, 12.3
5.5592217, 95.3161010, 11.9
5.5592232, 95.3161010, 11.8
5.5592217, 95.3161010, 11.8
5.5592203, 95.3160930, 11.5
5.5592198, 95.3160930, 10.8
5.5592198, 95.3160930, 10.6
5.5592194, 95.3160930, 10.4
5.5592175, 95.3160930, 10.0
5.5592170, 95.3160930, 9.7
5.5592160, 95.3160930, 9.3
5.5592151, 95.3160930, 9.0
5.5592151, 95.3160930, 8.8
5.5592151, 95.3160930, 8.7
5.5592151, 95.3160930, 8.6
5.5592155, 95.3160930, 8.3
5.5592170, 95.3161010, 8.3
5.5592175, 95.3161010, 7.7
5.5592175, 95.3161010, 7.8
5.5592184, 95.3161010, 7.7
5.5592198, 95.3161010, 7.7
5.5592203, 95.3161010, 7.5
5.5592208, 95.3161010, 7.3
5.5592232, 95.3161090, 7.2
5.5592256, 95.3161090, 7.0
5.5592275, 95.3161090, 6.7
5.5592303, 95.3161090, 6.6
5.5592322, 95.3161090, 6.7
5.5592351, 95.3161090, 6.8
5.5592375, 95.3161160, 6.9
5.5592399, 95.3161160, 6.9
5.5592408, 95.3161160, 7.0
5.5592427, 95.3161160, 7.0
5.5592442, 95.3161160, 7.2
5.5592456, 95.3161160, 7.3
5.5592475, 95.3161160, 7.4
5.5592504, 95.3161160, 7.5
5.5592527, 95.3161160, 7.6
5.5592551, 95.3161160, 7.6
5.5592561, 95.3161160, 7.8
5.5592566, 95.3161160, 7.9
5.5592575, 95.3161160, 8.1
5.5592594, 95.3161160, 8.2
5.5592608, 95.3161160, 8.2
5.5592685, 95.3161240, 8.3
5.5592713, 95.3161240, 8.2
5.5592728, 95.3161240, 8.2
5.5592747, 95.3161240, 8.4
5.5592756, 95.3161240, 8.6
5.5592771, 95.3161240, 8.7
5.5592775, 95.3161240, 8.7
5.5592785, 95.3161240, 8.7
5.5592794, 95.3161240, 8.7
5.5592809, 95.3161240, 8.7
5.5592818, 95.3161240, 8.8
5.5592833, 95.3161320, 8.8
5.5592833, 95.3161320, 8.9
5.5592833, 95.3161320, 8.9
5.5592842, 95.3161320, 9.0
5.5592847, 95.3161320, 9.0
5.5592847, 95.3161240, 9.1
5.5592842, 95.3161240, 9.1
5.5592842, 95.3161240, 9.2
5.5592837, 95.3161240, 9.3
5.5592842, 95.3161240, 9.3
5.5592866, 95.3161320, 9.4
5.5592852, 95.3161320, 9.6
5.5592852, 95.3161320, 9.8
5.5592842, 95.3161320, 10.2
5.5592833, 95.3161320, 10.4
5.5592823, 95.3161320, 10.8
5.5592799, 95.3161320, 10.9
5.5592799, 95.3161320, 11.0
5.5592799, 95.3161320, 11.3
5.5592790, 95.3161320, 11.7
5.5592785, 95.3161320, 11.9
5.5592780, 95.3161320, 12.2
5.5592790, 95.3161320, 12.5
5.5592809, 95.3161320, 12.8
5.5592828, 95.3161390, 13.1
5.5592847, 95.3161390, 13.5
5.5592904, 95.3161390, 14.3
5.5592918, 95.3161390, 14.9
5.5592918, 95.3161390, 15.3
5.5592914, 95.3161390, 15.7
5.5592914, 95.3161390, 16.2
5.5592914, 95.3161390, 16.7
5.5592918, 95.3161470, 17.2
5.5592933, 95.3161470, 17.7
5.5592947, 95.3161470, 18.3
5.5592947, 95.3161470, 18.9
5.5592937, 95.3161470, 19.3
5.5592928, 95.3161470, 19.6
5.5592961, 95.3161470, 19.9
5.5592976, 95.3161470, 20.0
5.5592985, 95.3161470, 20.0
5.5592990, 95.3161470, 20.2
5.5592985, 95.3161470, 20.2
5.5592995, 95.3161470, 20.1
5.5592980, 95.3161470, 20.1
5.5592966, 95.3161470, 20.0
5.5592947, 95.3161470, 19.6
5.5592937, 95.3161390, 19.3
5.5592933, 95.3161390, 19.2
5.5592918, 95.3161390, 19.1
5.5592918, 95.3161390, 18.9
5.5592923, 95.3161390, 18.9
5.5592933, 95.3161390, 19.2
5.5592928, 95.3161390, 19.4
5.5592875, 95.3161470, 19.6
5.5592847, 95.3161470, 21.0
5.5592775, 95.3161470, 21.9
5.5592732, 95.3161540, 22.1
5.5592704, 95.3161540, 21.4
5.5592685, 95.3161540, 21.0
5.5592651, 95.3161540, 20.8
5.5592623, 95.3161540, 20.3
5.5592613, 95.3161540, 20.0
5.5592594, 95.3161540, 19.9
5.5592580, 95.3161540, 20.1
5.5592551, 95.3161620, 18.5
5.5592527, 95.3161700, 18.2
5.5592442, 95.3161770, 18.3
5.5592408, 95.3161770, 18.3
5.5592360, 95.3161850, 17.5
5.5592327, 95.3161930, 17.3
5.5592313, 95.3162000, 17.0
5.5592294, 95.3162080, 16.7
5.5592251, 95.3162160, 16.1
5.5592217, 95.3162230, 15.5
5.5592189, 95.3162310, 15.0
5.5592155, 95.3162380, 14.6
5.5592113, 95.3162460, 14.2
5.5592079, 95.3162540, 13.7
5.5592065, 95.3162610, 13.3
5.5592027, 95.3162770, 13.5
5.5591989, 95.3162920, 13.7
5.5591974, 95.3162990, 13.8
5.5591979, 95.3163150, 13.8
5.5591974, 95.3163300, 13.8
5.5591946, 95.3163380, 13.7
5.5591903, 95.3163530, 13.3
5.5591950, 95.3163680, 12.8
5.5591989, 95.3163760, 12.4
5.5592003, 95.3163910, 12.5
5.5592008, 95.3164060, 12.3
5.5592012, 95.3164140, 12.2
5.5592008, 95.3164220, 11.4
5.5592008, 95.3164290, 10.7
5.5592017, 95.3164440, 10.4
5.5592022, 95.3164520, 10.1
5.5592017, 95.3164670, 9.9
5.5592003, 95.3164830, 9.9
5.5591969, 95.3164900, 9.8
5.5591927, 95.3164980, 10.0
5.5591898, 95.3165130, 9.8
5.5591888, 95.3165210, 9.5
5.5591874, 95.3165360, 9.3
5.5591807, 95.3165590, 9.2
5.5591764, 95.3165660, 9.2
5.5591745, 95.3165740, 9.1
5.5591722, 95.3165970, 9.5
5.5591679, 95.3166120, 9.6
5.5591664, 95.3166120, 9.8
5.5591645, 95.3166280, 9.8
5.5591631, 95.3166430, 9.7
5.5591612, 95.3166500, 10.2
5.5591578, 95.3166580, 10.5
5.5591559, 95.3166730, 10.6
5.5591526, 95.3166890, 10.7
5.5591497, 95.3166960, 10.5
5.5591488, 95.3167110, 10.2
5.5591464, 95.3167190, 9.9
5.5591426, 95.3167340, 9.9
5.5591373, 95.3167340, 10.0
5.5591350, 95.3167420, 9.7
5.5591321, 95.3167500, 8.4
5.5591283, 95.3167650, 8.5
5.5591273, 95.3167720, 7.8
5.5591249, 95.3167800, 7.6
5.5591226, 95.3167950, 7.3
5.5591192, 95.3168110, 7.6
5.5591192, 95.3168180, 7.6
5.5591183, 95.3168330, 7.4
5.5591145, 95.3168490, 7.5
5.5591106, 95.3168560, 7.6
5.5591059, 95.3168720, 7.4
5.5591002, 95.3168870, 7.1
5.5590959, 95.3168950, 6.7
5.5590930, 95.3169100, 6.7
5.5590897, 95.3169170, 6.4
5.5590878, 95.3169330, 5.9
5.5590849, 95.3169400, 6.3
5.5590811, 95.3169710, 6.2
5.5590787, 95.3169860, 6.5
5.5590758, 95.3170010, 6.8
5.5590734, 95.3170090, 7.0
5.5590711, 95.3170240, 7.2
5.5590692, 95.3170390, 7.2
5.5590677, 95.3170470, 7.4
5.5590663, 95.3170620, 7.4
5.5590634, 95.3170700, 7.3
5.5590615, 95.3170850, 6.9
5.5590615, 95.3170930, 6.8
5.5590587, 95.3171080, 6.8
5.5590553, 95.3171230, 6.7
5.5590539, 95.3171310, 6.9
5.5590529, 95.3171390, 6.8
5.5590510, 95.3171540, 7.0
5.5590496, 95.3171690, 6.9
5.5590487, 95.3171770, 7.2
5.5590491, 95.3171920, 7.3
5.5590487, 95.3172070, 7.4
5.5590487, 95.3172150, 7.3
5.5590467, 95.3172300, 7.3
5.5590477, 95.3172450, 7.4
5.5590491, 95.3172530, 7.4
5.5590515, 95.3172610, 7.6
5.5590539, 95.3172760, 7.0
5.5590563, 95.3172910, 6.6
5.5590591, 95.3172990, 6.1
5.5590601, 95.3173070, 5.7
5.5590587, 95.3173220, 5.1
5.5590568, 95.3173290, 5.5
5.5590587, 95.3173450, 5.5
5.5590572, 95.3173600, 5.1
5.5590529, 95.3173680, 5.6
5.5590487, 95.3173900, 5.2
5.5590477, 95.3173980, 4.8
5.5590482, 95.3174060, 4.7
5.5590482, 95.3174210, 4.4
5.5590515, 95.3174360, 4.4
5.5590553, 95.3174510, 4.3
5.5590587, 95.3174670, 4.9
5.5590615, 95.3174900, 5.3
5.5590625, 95.3174900, 5.6
5.5590658, 95.3175050, 5.7
5.5590701, 95.3175280, 5.7
5.5590754, 95.3175430, 6.1
5.5590801, 95.3175580, 6.7
5.5590839, 95.3175660, 6.9
5.5590882, 95.3175740, 7.1
5.5590920, 95.3175890, 7.5
5.5590935, 95.3176040, 7.7
5.5590968, 95.3176190, 8.1
5.5591011, 95.3176270, 8.4
5.5591035, 95.3176420, 8.7
5.5591054, 95.3176570, 8.9
5.5591068, 95.3176730, 9.3
5.5591125, 95.3176800, 9.5
5.5591178, 95.3176880, 9.5
5.5591226, 95.3177030, 9.6
5.5591273, 95.3177190, 9.7
5.5591297, 95.3177260, 9.8
5.5591331, 95.3177340, 10.0
5.5591326, 95.3177410, 9.8
5.5591335, 95.3177410, 9.8
5.5591331, 95.3177490, 9.7
5.5591335, 95.3177570, 9.5
5.5591345, 95.3177570, 9.4
5.5591331, 95.3177570, 9.2
5.5591331, 95.3177570, 9.7
5.5591331, 95.3177640, 9.9
5.5591326, 95.3177640, 10.1
5.5591331, 95.3177640, 10.1
5.5591340, 95.3177640, 10.0
5.5591350, 95.3177640, 9.9
5.5591354, 95.3177640, 9.7
5.5591378, 95.3177640, 9.7
5.5591431, 95.3177640, 9.7
5.5591459, 95.3177720, 9.7
5.5591521, 95.3177720, 9.6
5.5591555, 95.3177870, 9.2
5.5591593, 95.3177950, 8.7
5.5591640, 95.3178020, 8.4
5.5591693, 95.3178180, 8.2
5.5591736, 95.3178330, 8.5
5.5591798, 95.3178410, 8.0
5.5591850, 95.3178480, 8.2
5.5591936, 95.3178560, 8.5
5.5592031, 95.3178560, 8.7
5.5592127, 95.3178480, 8.2
5.5592241, 95.3178480, 8.7
5.5592346, 95.3178480, 8.6
5.5592461, 95.3178480, 8.4
5.5592561, 95.3178410, 8.0
5.5592647, 95.3178410, 7.8
5.5592747, 95.3178410, 7.5
5.5592852, 95.3178410, 7.5
5.5592937, 95.3178480, 7.7
5.5593038, 95.3178480, 7.4
5.5593152, 95.3178480, 7.1
5.5593271, 95.3178480, 7.1
5.5593390, 95.3178480, 7.1
5.5593514, 95.3178480, 7.4
5.5593629, 95.3178410, 8.0
5.5593739, 95.3178410, 7.4
5.5594006, 95.3178480, 7.6
5.5594134, 95.3178480, 7.5
5.5594273, 95.3178480, 7.2
5.5594411, 95.3178480, 6.8
5.5594554, 95.3178480, 6.6
5.5594664, 95.3178480, 6.7
5.5594783, 95.3178480, 6.8
5.5594907, 95.3178480, 6.9
5.5595026, 95.3178480, 6.8
5.5595155, 95.3178480, 6.7
5.5595279, 95.3178480, 6.7
5.5595403, 95.3178560, 6.9
5.5595512, 95.3178560, 6.9
5.5595608, 95.3178480, 6.3
5.5595722, 95.3178480, 5.7
5.5595851, 95.3178480, 5.7
5.5595975, 95.3178480, 6.0
5.5596113, 95.3178480, 5.9
5.5596251, 95.3178480, 6.0
5.5596395, 95.3178410, 6.3
5.5596509, 95.3178410, 6.3
5.5596633, 95.3178410, 6.0
5.5596757, 95.3178410, 5.9
5.5596871, 95.3178410, 6.3
5.5596995, 95.3178410, 6.4
5.5597115, 95.3178410, 6.8
5.5597224, 95.3178410, 6.6
5.5597339, 95.3178410, 6.5
5.5597448, 95.3178410, 7.0
5.5597563, 95.3178410, 6.8
5.5597668, 95.3178480, 6.6
5.5597787, 95.3178480, 6.6
5.5597897, 95.3178410, 6.4
5.5598111, 95.3178410, 7.0
5.5598226, 95.3178410, 6.4
5.5598350, 95.3178410, 5.9
5.5598483, 95.3178410, 6.1
5.5598602, 95.3178410, 6.4
5.5598717, 95.3178410, 5.6
5.5598841, 95.3178410, 5.6
5.5598960, 95.3178410, 5.3
5.5599103, 95.3178410, 5.5
5.5599246, 95.3178410, 5.9
5.5599360, 95.3178410, 6.7
5.5599475, 95.3178410, 6.9
5.5599613, 95.3178480, 7.6
5.5599747, 95.3178480, 7.9
5.5599856, 95.3178480, 7.7
5.5599961, 95.3178560, 7.8
5.5600033, 95.3178630, 8.0
5.5600142, 95.3178560, 8.0
5.5600266, 95.3178560, 8.0
5.5600390, 95.3178480, 8.0
5.5600491, 95.3178480, 8.1
5.5600591, 95.3178480, 7.9
5.5600719, 95.3178480, 7.8
5.5600834, 95.3178480, 8.3
5.5600929, 95.3178480, 8.2
5.5601015, 95.3178480, 7.9
5.5601125, 95.3178480, 7.8
5.5601230, 95.3178410, 7.3
5.5601344, 95.3178410, 7.3
5.5601435, 95.3178410, 7.7
5.5601554, 95.3178410, 7.7
5.5601664, 95.3178410, 7.6
5.5601778, 95.3178410, 7.7
5.5601883, 95.3178410, 7.8
5.5601964, 95.3178330, 8.2
5.5602131, 95.3178330, 8.4
5.5602231, 95.3178410, 8.6
5.5602317, 95.3178410, 8.9
5.5602436, 95.3178410, 8.5
5.5602541, 95.3178330, 8.5
5.5602636, 95.3178330, 8.7
5.5602751, 95.3178250, 8.2
5.5602856, 95.3178180, 8.9
5.5602970, 95.3178100, 9.0
5.5603099, 95.3178100, 9.1
5.5603199, 95.3178020, 9.3
5.5603304, 95.3178020, 9.2
5.5603395, 95.3178020, 9.6
5.5603499, 95.3177950, 9.8
5.5603628, 95.3177870, 9.8
5.5603728, 95.3177800, 10.2
5.5603848, 95.3177870, 10.1
5.5603967, 95.3177870, 10.4
5.5604043, 95.3177870, 10.7
5.5604124, 95.3177950, 11.1
5.5604200, 95.3177950, 11.5
5.5604234, 95.3178020, 11.8
5.5604262, 95.3178100, 11.9
5.5604291, 95.3178180, 11.8
5.5604320, 95.3178330, 11.5
5.5604339, 95.3178410, 11.4
5.5604362, 95.3178480, 11.2
5.5604391, 95.3178560, 11.1
5.5604415, 95.3178710, 11.8
5.5604439, 95.3178860, 11.5
5.5604463, 95.3178940, 11.6
5.5604482, 95.3179090, 11.3
5.5604496, 95.3179170, 10.8
5.5604496, 95.3179240, 10.7
5.5604501, 95.3179550, 10.3
5.5604496, 95.3179630, 10.4
5.5604506, 95.3179700, 10.1
5.5604506, 95.3179860, 9.9
5.5604515, 95.3180010, 9.8
5.5604520, 95.3180080, 9.7
5.5604510, 95.3180240, 9.7
5.5604515, 95.3180390, 9.0
5.5604520, 95.3180390, 8.9
5.5604515, 95.3180540, 8.9
5.5604525, 95.3180690, 8.9
5.5604529, 95.3180850, 8.9
5.5604539, 95.3180920, 9.3
5.5604544, 95.3181080, 9.3
5.5604548, 95.3181150, 9.1
5.5604563, 95.3181230, 8.9
5.5604568, 95.3181380, 8.9
5.5604572, 95.3181530, 9.0
5.5604572, 95.3181610, 8.9
5.5604572, 95.3181760, 9.1
5.5604568, 95.3181920, 8.8
5.5604572, 95.3181990, 8.8
5.5604572, 95.3182140, 8.7
5.5604568, 95.3182220, 8.9
5.5604587, 95.3182370, 9.0
5.5604587, 95.3182450, 8.9
5.5604591, 95.3182600, 8.9
5.5604587, 95.3182750, 8.9
5.5604553, 95.3182910, 9.1
5.5604548, 95.3182980, 8.9
5.5604553, 95.3183140, 8.9
5.5604548, 95.3183210, 8.8
5.5604534, 95.3183360, 8.7
5.5604539, 95.3183520, 8.7
5.5604544, 95.3183590, 8.7
5.5604548, 95.3183900, 8.6
5.5604539, 95.3183980, 8.6
5.5604563, 95.3184130, 8.4
5.5604582, 95.3184360, 8.2
5.5604601, 95.3184430, 7.9
5.5604610, 95.3184660, 7.7
5.5604639, 95.3184810, 7.8
5.5604644, 95.3184890, 7.9
5.5604639, 95.3185040, 7.7
5.5604644, 95.3185200, 7.4
5.5604601, 95.3185200, 7.4
5.5604558, 95.3185270, 7.0
5.5604529, 95.3185350, 6.7
5.5604491, 95.3185350, 6.6
5.5604434, 95.3185350, 6.2
5.5604348, 95.3185270, 5.4
5.5604215, 95.3185350, 5.4
5.5604115, 95.3185350, 5.4
5.5604043, 95.3185350, 6.1
5.5603967, 95.3185420, 6.2
5.5603867, 95.3185420, 7.6
5.5603805, 95.3185350, 7.9
5.5603743, 95.3185270, 8.0
5.5603676, 95.3185200, 7.7
5.5603633, 95.3185200, 7.5
5.5603600, 95.3185120, 7.1
5.5603595, 95.3185040, 7.2
5.5603585, 95.3185040, 7.3
5.5603590, 95.3185040, 7.3
5.5603595, 95.3184970, 7.6
5.5603600, 95.3184970, 8.2
5.5603600, 95.3184970, 8.7
5.5603609, 95.3184970, 8.9
5.5603600, 95.3184970, 8.9
5.5603595, 95.3184970, 8.9
5.5603595, 95.3184970, 8.8
5.5603585, 95.3184970, 9.0
5.5603576, 95.3184970, 9.1
5.5603571, 95.3184890, 9.3
5.5603571, 95.3184890, 9.5
5.5603576, 95.3184890, 9.5
5.5603585, 95.3184890, 9.6
5.5603595, 95.3184890, 9.5
5.5603595, 95.3184970, 9.4
5.5603600, 95.3184970, 9.4
5.5603604, 95.3184970, 9.4
5.5603609, 95.3184970, 9.3
5.5603619, 95.3184970, 9.2
5.5603619, 95.3184970, 9.1
5.5603614, 95.3184970, 9.1
5.5603614, 95.3184970, 9.2
5.5603614, 95.3184970, 9.0
5.5603614, 95.3184970, 8.8
5.5603609, 95.3184970, 8.7
5.5603604, 95.3184970, 8.9
5.5603604, 95.3184970, 8.7
5.5603600, 95.3184970, 8.6
5.5603600, 95.3184970, 8.5
5.5603595, 95.3184970, 8.3
5.5603595, 95.3184970, 8.1
5.5603595, 95.3184970, 8.2
5.5603595, 95.3184970, 8.1
5.5603590, 95.3185040, 8.0
5.5603590, 95.3185040, 7.9
5.5603585, 95.3185040, 7.9
5.5603576, 95.3185040, 7.9
5.5603571, 95.3185040, 7.9
5.5603571, 95.3185040, 7.9
5.5603566, 95.3185040, 7.8
5.5603566, 95.3185040, 7.7
5.5603561, 95.3185040, 7.6
5.5603557, 95.3185040, 7.7
5.5603557, 95.3185040, 7.7
5.5603557, 95.3185040, 7.8
5.5603557, 95.3185040, 7.7
5.5603557, 95.3185040, 7.6
5.5603552, 95.3185040, 7.5
5.5603557, 95.3185040, 7.4
5.5603561, 95.3185040, 7.5
5.5603566, 95.3185040, 7.6
5.5603561, 95.3185040, 7.6
5.5603566, 95.3185040, 7.7
5.5603566, 95.3185040, 7.9
5.5603561, 95.3185040, 8.2
5.5603552, 95.3185040, 8.4
5.5603552, 95.3185040, 8.6
5.5603552, 95.3185040, 8.4
5.5603552, 95.3185040, 8.4
5.5603552, 95.3185040, 8.4
5.5603552, 95.3185040, 8.5
5.5603542, 95.3185040, 8.7
5.5603542, 95.3185040, 8.8
5.5603533, 95.3185040, 8.9
5.5603523, 95.3185040, 9.0
5.5603518, 95.3185040, 9.0
5.5603514, 95.3185040, 9.2
5.5603504, 95.3185040, 9.3
5.5603504, 95.3185040, 9.3
5.5603495, 95.3185040, 9.5
5.5603490, 95.3185040, 9.6
5.5603480, 95.3185040, 9.6
5.5603471, 95.3185040, 9.6
5.5603466, 95.3185040, 9.6
5.5603456, 95.3185040, 9.7
5.5603447, 95.3185040, 9.7
5.5603447, 95.3185040, 9.8
5.5603437, 95.3185040, 9.9
5.5603428, 95.3185040, 10.0
5.5603423, 95.3185040, 10.2
5.5603418, 95.3185040, 10.3
5.5603418, 95.3185040, 10.3
5.5603418, 95.3185040, 10.4
5.5603414, 95.3185040, 10.4
5.5603418, 95.3185040, 10.5
5.5603423, 95.3185040, 10.6
5.5603428, 95.3185040, 10.6
5.5603433, 95.3184970, 10.7
5.5603437, 95.3184970, 10.8
5.5603442, 95.3184970, 10.9
5.5603447, 95.3184970, 11.0
5.5603447, 95.3184970, 11.2
5.5603447, 95.3184970, 11.2
5.5603447, 95.3184970, 11.1
5.5603447, 95.3184970, 11.0
5.5603447, 95.3184970, 11.0
5.5603447, 95.3184970, 11.0
5.5603447, 95.3184970, 10.9
5.5603442, 95.3184970, 10.8
5.5603442, 95.3184970, 10.8
5.5603437, 95.3184970, 10.8
5.5603437, 95.3184970, 10.9
5.5603433, 95.3184970, 10.7
5.5603428, 95.3184970, 10.7
5.5603423, 95.3184970, 10.7
5.5603418, 95.3184890, 10.8
5.5603414, 95.3184890, 10.9
5.5603418, 95.3184890, 11.2
5.5603418, 95.3184890, 11.3
5.5603418, 95.3184890, 11.3
5.5603423, 95.3184890, 11.4
5.5603423, 95.3184890, 11.4
5.5603423, 95.3184890, 11.4
5.5603423, 95.3184890, 11.5
5.5603423, 95.3184890, 11.5
5.5603418, 95.3184890, 11.4
5.5603418, 95.3184890, 11.3
5.5603414, 95.3184890, 11.2
5.5603414, 95.3184890, 11.1
5.5603409, 95.3184810, 11.1
5.5603404, 95.3184890, 11.0
5.5603399, 95.3184890, 10.8
5.5603399, 95.3184890, 10.7
5.5603399, 95.3184890, 10.6
5.5603395, 95.3184890, 10.5
5.5603395, 95.3184890, 10.4
5.5603395, 95.3184890, 10.2
5.5603395, 95.3184890, 10.1
5.5603395, 95.3184890, 10.1
5.5603395, 95.3184890, 10.0
5.5603375, 95.3184970, 9.9
5.5603361, 95.3184970, 10.0
5.5603356, 95.3184970, 10.0
5.5603352, 95.3185040, 9.9
5.5603337, 95.3185040, 9.7
5.5603328, 95.3185120, 9.7
5.5603337, 95.3185120, 9.9
5.5603347, 95.3185120, 10.2
5.5603352, 95.3185120, 10.5
5.5603337, 95.3185200, 10.6
5.5603323, 95.3185200, 10.7
5.5603313, 95.3185200, 10.5
5.5603294, 95.3185200, 9.9
5.5603251, 95.3185200, 9.9
5.5603170, 95.3185270, 10.0
5.5603065, 95.3185270, 10.8
5.5602951, 95.3185350, 10.4
5.5602846, 95.3185350, 10.1
5.5602732, 95.3185350, 10.3
5.5602627, 95.3185350, 10.0
5.5602527, 95.3185350, 9.6
5.5602407, 95.3185270, 10.3
5.5602288, 95.3185200, 11.0
5.5602169, 95.3185200, 11.7
5.5602055, 95.3185200, 11.9
5.5601954, 95.3185200, 12.4
5.5601864, 95.3185200, 12.3
5.5601768, 95.3185200, 12.8
5.5601640, 95.3185120, 13.9
5.5601578, 95.3185120, 14.3
5.5601501, 95.3185120, 15.4
5.5601435, 95.3185120, 15.2
5.5601311, 95.3185120, 15.9
5.5601201, 95.3185200, 15.5
5.5601125, 95.3185120, 14.0
5.5601025, 95.3185200, 13.8
5.5600905, 95.3185200, 13.4
5.5600815, 95.3185200, 13.1
5.5600743, 95.3185200, 13.1
5.5600624, 95.3185200, 13.2
5.5600486, 95.3185200, 12.4
5.5600319, 95.3185200, 12.0
5.5600166, 95.3185200, 11.9
5.5600033, 95.3185200, 12.0
5.5599899, 95.3185120, 11.7
5.5599790, 95.3185120, 11.8
5.5599570, 95.3185200, 12.0
5.5599484, 95.3185200, 11.7
5.5599375, 95.3185200, 12.3
5.5599303, 95.3185200, 12.6
5.5599222, 95.3185200, 12.5
5.5599103, 95.3185200, 12.7
5.5599036, 95.3185200, 13.1
5.5598903, 95.3185200, 12.5
5.5598803, 95.3185200, 12.4
5.5598702, 95.3185270, 12.5
5.5598593, 95.3185270, 12.5
5.5598478, 95.3185350, 12.5
5.5598330, 95.3185350, 12.2
5.5598202, 95.3185350, 11.6
5.5598068, 95.3185420, 11.3
5.5597911, 95.3185350, 11.4
5.5597749, 95.3185350, 11.4
5.5597606, 95.3185350, 11.4
5.5597463, 95.3185270, 11.4
5.5597315, 95.3185270, 11.6
5.5597205, 95.3185270, 11.3
5.5597072, 95.3185270, 11.0
5.5596986, 95.3185200, 11.4
5.5596867, 95.3185200, 11.6
5.5596776, 95.3185200, 12.3
5.5596647, 95.3185200, 12.5
5.5596557, 95.3185270, 12.8
5.5596471, 95.3185350, 12.9
5.5596385, 95.3185350, 12.9
5.5596271, 95.3185350, 12.7
5.5596170, 95.3185350, 13.4
5.5596051, 95.3185270, 13.3
5.5596051, 95.3185270, 13.3
5.5595665, 95.3185350, 12.6
5.5595503, 95.3185270, 12.0
5.5595360, 95.3185270, 12.1
5.5595241, 95.3185350, 12.0
5.5595121, 95.3185350, 11.8
5.5595007, 95.3185350, 11.6
5.5594883, 95.3185350, 11.6
5.5594792, 95.3185350, 11.4
5.5594668, 95.3185270, 11.2
5.5594535, 95.3185270, 11.2
5.5594435, 95.3185270, 11.2
5.5594344, 95.3185350, 11.2
5.5594230, 95.3185270, 11.0
5.5594177, 95.3185350, 11.0
5.5594087, 95.3185270, 10.7
5.5594001, 95.3185350, 10.2
5.5593891, 95.3185350, 9.8
5.5593781, 95.3185350, 9.9
5.5593677, 95.3185350, 10.2
