 Units of measure: Mols m-2 d-1
 Month;Alt;Azi;Altitude;Azimuth; SkySky;SkyTop;FolTop;FolSky;Total ;Sky   ;  Mask;    Total;   Gap Can; Gap Topo;Gap Both;Gap Can; Gap Topo;Gap Both;Canopy  ;Site    ;Id_UOC ; Id_SOC;  Above ;  Above  ; Above ;  Mask  ;  Mask   ; Mask ;   Trans ;  Trans  ; Trans
      ;Bin;Bin;        ;       ; Pixels;Pixels;Pixels;Pixels;Pixels;Area  ;  Area;    Area ;   Diffuse; Diffuse ;Diffuse ;Direct ; Direct  ;Direct  ;Openness;Openness;       ;       ;  Direct;  Diffuse; Total ;  Direct;  Diffuse; Total;   Direct;  Diffuse; Total
 All;  7;  2; 65.0000; 15.0000; 15892;     0;     0;   121; 16013;0.002046;0.000000;0.002046;0.992444;1.000000;0.992444;1.000000;1.000000;1.000000;0.203085;0.203085;0.003695;0.004457;0.000000;0.054105;0.054105;0.000000;0.054105;0.054105;0.000000;0.053696;0.053696
 All;  7;  3; 65.0000; 25.0000; 15371;     0;     0;   641; 16012;0.002046;0.000000;0.002046;0.959968;1.000000;0.959968;1.000000;1.000000;1.000000;0.196439;0.196439;0.003695;0.004457;0.000000;0.054105;0.054105;0.000000;0.054105;0.054105;0.000000;0.051939;0.051939
 All;  7;  4; 65.0000; 35.0000; 10307;     0;     0;  5704; 16011;0.002046;0.000000;0.002046;0.643745;1.000000;0.643745;1.000000;1.000000;1.000000;0.131730;0.131730;0.003695;0.004457;0.000000;0.054105;0.054105;0.000000;0.054105;0.054105;0.000000;0.034830;0.034830
 All;  7;  5; 65.0000; 45.0000;  5758;     0;     0; 10256; 16014;0.002046;0.000000;0.002046;0.359560;1.000000;0.359560;1.000000;1.000000;1.000000;0.073577;0.073577;0.003695;0.004457;0.000000;0.054105;0.054105;0.000000;0.054105;0.054105;0.000000;0.019454;0.019454
 All;  7;  6; 65.0000; 55.0000;  9377;     0;     0;  6633; 16010;0.002046;0.000000;0.002046;0.585696;1.000000;0.585696;1.000000;1.000000;1.000000;0.119852;0.119852;0.003695;0.004457;0.000000;0.054105;0.054105;0.000000;0.054105;0.054105;0.000000;0.031689;0.031689
 All;  7;  7; 65.0000; 65.0000; 14510;     0;     0;  1502; 16012;0.002046;0.000000;0.002046;0.906195;1.000000;0.906195;1.000000;1.000000;1.000000;0.185436;0.185436;0.003695;0.004457;0.000000;0.054105;0.054105;0.000000;0.054105;0.054105;0.000000;0.049030;0.049030
 All;  7;  8; 65.0000; 75.0000; 15644;     0;     0;   367; 16011;0.002046;0.000000;0.002046;0.977078;1.000000;0.977078;1.000000;1.000000;1.000000;0.199941;0.199941;0.003695;0.004457;0.000000;0.054105;0.054105;0.000000;0.054105;0.054105;0.000000;0.052865;0.052865
 All;  7;  9; 65.0000; 85.0000; 10385;     0;     0;  5630; 16015;0.002046;0.000000;0.002046;0.648455;1.000000;0.648455;1.000000;1.000000;1.000000;0.132694;0.132694;0.003695;0.004457;0.000000;0.054105;0.054105;0.000000;0.054105;0.054105;0.000000;0.035085;0.035085
 All;  7; 10; 65.0000; 95.0000;  8785;     0;     0;  7226; 16011;0.002046;0.000000;0.002046;0.548685;1.000000;0.548685;1.000000;1.000000;1.000000;0.112278;0.112278;0.003695;0.004457;0.000000;0.054105;0.054105;0.000000;0.054105;0.054105;0.000000;0.029687;0.029687
 All;  7; 11; 65.0000;105.0000; 15510;     0;     0;   503; 16013;0.002046;0.000000;0.002046;0.968588;1.000000;0.968588;1.000000;1.000000;1.000000;0.198203;0.198203;0.003695;0.004457;0.000000;0.054105;0.054105;0.000000;0.054105;0.054105;0.000000;0.052405;0.052405
 All;  7; 12; 65.0000;115.0000; 15678;     0;     0;   334; 16012;0.002046;0.000000;0.002046;0.979141;1.000000;0.979141;1.000000;1.000000;1.000000;0.200363;0.200363;0.003695;0.004457;0.000000;0.054105;0.054105;0.000000;0.054105;0.054105;0.000000;0.052976;0.052976
 All;  7; 13; 65.0000;125.0000; 15580;     0;     0;   431; 16011;0.002046;0.000000;0.002046;0.973081;1.000000;0.973081;1.000000;1.000000;1.000000;0.199123;0.199123;0.003695;0.004457;0.000000;0.054105;0.054105;0.000000;0.054105;0.054105;0.000000;0.052649;0.052649
 All;  7; 14; 65.0000;135.0000; 11412;     0;     0;  4602; 16014;0.002046;0.000000;0.002046;0.712626;1.000000;0.712626;0.212410;1.000000;0.212410;0.145826;0.145826;0.003695;0.004457;0.015637;0.054105;0.069742;0.015637;0.054105;0.069742;0.003321;0.038557;0.041878
 All;  7; 15; 65.0000;145.0000;   935;     0;     0; 15075; 16010;0.002046;0.000000;0.002046;0.058401;1.000000;0.058401;0.007920;1.000000;0.007920;0.011951;0.011951;0.003695;0.004457;0.132518;0.054105;0.186623;0.132518;0.054105;0.186623;0.001050;0.003160;0.004209
 All;  7; 16; 65.0000;155.0000;   300;     0;     0; 15712; 16012;0.002046;0.000000;0.002046;0.018736;1.000000;0.018736;0.016042;1.000000;0.016042;0.003834;0.003834;0.003695;0.004457;0.182422;0.054105;0.236527;0.182422;0.054105;0.236527;0.002926;0.001014;0.003940
 All;  7; 17; 65.0000;165.0000;   543;     0;     0; 15468; 16011;0.002046;0.000000;0.002046;0.033914;1.000000;0.033914;0.069493;1.000000;0.069493;0.006940;0.006940;0.003695;0.004457;0.201641;0.054105;0.255746;0.201641;0.054105;0.255746;0.014013;0.001835;0.015847
 All;  7; 18; 65.0000;175.0000;   304;     0;     0; 15711; 16015;0.002046;0.000000;0.002046;0.018982;1.000000;0.018982;0.016886;1.000000;0.016886;0.003884;0.003884;0.003695;0.004457;0.208721;0.054105;0.262826;0.208721;0.054105;0.262826;0.003524;0.001027;0.004552
 All;  7; 19; 65.0000;185.0000;    19;     0;     0; 15992; 16011;0.002046;0.000000;0.002046;0.001187;1.000000;0.001187;0.005228;1.000000;0.005228;0.000243;0.000243;0.003695;0.004457;0.209546;0.054105;0.263651;0.209546;0.054105;0.263651;0.001095;0.000064;0.001160
 All;  7; 20; 65.0000;195.0000;   510;     0;     0; 15503; 16013;0.002046;0.000000;0.002046;0.031849;1.000000;0.031849;0.029059;1.000000;0.029059;0.006517;0.006517;0.003695;0.004457;0.201923;0.054105;0.256028;0.201923;0.054105;0.256028;0.005868;0.001723;0.007591
 All;  7; 21; 65.0000;205.0000;    80;     0;     0; 15932; 16012;0.002046;0.000000;0.002046;0.004996;1.000000;0.004996;0.016297;1.000000;0.016297;0.001022;0.001022;0.003695;0.004457;0.180841;0.054105;0.234946;0.180841;0.054105;0.234946;0.002947;0.000270;0.003218
 All;  7; 22; 65.0000;215.0000;    23;     0;     0; 15988; 16011;0.002046;0.000000;0.002046;0.001437;1.000000;0.001437;0.001945;1.000000;0.001945;0.000294;0.000294;0.003695;0.004457;0.133827;0.054105;0.187932;0.133827;0.054105;0.187932;0.000260;0.000078;0.000338
 All;  7; 23; 65.0000;225.0000;     8;     0;     0; 16006; 16014;0.002046;0.000000;0.002046;0.000500;1.000000;0.000500;0.000000;1.000000;0.000000;0.000102;0.000102;0.003695;0.004457;0.016398;0.054105;0.070503;0.016398;0.054105;0.070503;0.000000;0.000027;0.000027
 All;  7; 24; 65.0000;235.0000;    26;     0;     0; 15984; 16010;0.002046;0.000000;0.002046;0.001624;1.000000;0.001624;1.000000;1.000000;1.000000;0.000332;0.000332;0.003695;0.004457;0.000000;0.054105;0.054105;0.000000;0.054105;0.054105;0.000000;0.000088;0.000088
 All;  7; 25; 65.0000;245.0000;     0;     0;     0; 16012; 16012;0.002046;0.000000;0.002046;0.000000;1.000000;0.000000;1.000000;1.000000;1.000000;0.000000;0.000000;0.003695;0.004457;0.000000;0.054105;0.054105;0.000000;0.054105;0.054105;0.000000;0.000000;0.000000
 All;  7; 26; 65.0000;255.0000;    46;     0;     0; 15965; 16011;0.002046;0.000000;0.002046;0.002873;1.000000;0.002873;1.000000;1.000000;1.000000;0.000588;0.000588;0.003695;0.004457;0.000000;0.054105;0.054105;0.000000;0.054105;0.054105;0.000000;0.000155;0.000155
 All;  7; 27; 65.0000;265.0000;    75;     0;     0; 15940; 16015;0.002046;0.000000;0.002046;0.004683;1.000000;0.004683;1.000000;1.000000;1.000000;0.000958;0.000958;0.003695;0.004457;0.000000;0.054105;0.054105;0.000000;0.054105;0.054105;0.000000;0.000253;0.000253
 All;  7; 28; 65.0000;275.0000;   252;     0;     0; 15759; 16011;0.002046;0.000000;0.002046;0.015739;1.000000;0.015739;1.000000;1.000000;1.000000;0.003221;0.003221;0.003695;0.004457;0.000000;0.054105;0.054105;0.000000;0.054105;0.054105;0.000000;0.000852;0.000852
 All;  7; 29; 65.0000;285.0000;   204;     0;     0; 15809; 16013;0.002046;0.000000;0.002046;0.012740;1.000000;0.012740;1.000000;1.000000;1.000000;0.002607;0.002607;0.003695;0.004457;0.000000;0.054105;0.054105;0.000000;0.054105;0.054105;0.000000;0.000689;0.000689
 All;  7; 30; 65.0000;295.0000;   130;     0;     0; 15882; 16012;0.002046;0.000000;0.002046;0.008119;1.000000;0.008119;1.000000;1.000000;1.000000;0.001661;0.001661;0.003695;0.004457;0.000000;0.054105;0.054105;0.000000;0.054105;0.054105;0.000000;0.000439;0.000439
 All;  7; 31; 65.0000;305.0000;    32;     0;     0; 15979; 16011;0.002046;0.000000;0.002046;0.001999;1.000000;0.001999;1.000000;1.000000;1.000000;0.000409;0.000409;0.003695;0.004457;0.000000;0.054105;0.054105;0.000000;0.054105;0.054105;0.000000;0.000108;0.000108
 All;  7; 32; 65.0000;315.0000;  1139;     0;     0; 14875; 16014;0.002046;0.000000;0.002046;0.071125;1.000000;0.071125;1.000000;1.000000;1.000000;0.014554;0.014554;0.003695;0.004457;0.000000;0.054105;0.054105;0.000000;0.054105;0.054105;0.000000;0.003848;0.003848
 All;  7; 33; 65.0000;325.0000;  2164;     0;     0; 13846; 16010;0.002046;0.000000;0.002046;0.135166;1.000000;0.135166;1.000000;1.000000;1.000000;0.027659;0.027659;0.003695;0.004457;0.000000;0.054105;0.054105;0.000000;0.054105;0.054105;0.000000;0.007313;0.007313
 All;  7; 34; 65.0000;335.0000;  1352;     0;     0; 14660; 16012;0.002046;0.000000;0.002046;0.084437;1.000000;0.084437;1.000000;1.000000;1.000000;0.017278;0.017278;0.003695;0.004457;0.000000;0.054105;0.054105;0.000000;0.054105;0.054105;0.000000;0.004568;0.004568
 All;  7; 35; 65.0000;345.0000; 10731;     0;     0;  5280; 16011;0.002046;0.000000;0.002046;0.670227;1.000000;0.670227;1.000000;1.000000;1.000000;0.137149;0.137149;0.003695;0.004457;0.000000;0.054105;0.054105;0.000000;0.054105;0.054105;0.000000;0.036263;0.036263
 All;  7; 36; 65.0000;355.0000; 14227;     0;     0;  1788; 16015;0.002046;0.000000;0.002046;0.888355;1.000000;0.888355;1.000000;1.000000;1.000000;0.181785;0.181785;0.003695;0.004457;0.000000;0.054105;0.054105;0.000000;0.054105;0.054105;0.000000;0.048064;0.048064
 All;  8;  1; 75.0000;  5.0000;  3763;     0;     0;  5845;  9608;0.001253;0.000000;0.001253;0.391653;1.000000;0.391653;1.000000;1.000000;1.000000;0.049082;0.049082;0.002412;0.003033;0.000000;0.035315;0.035315;0.000000;0.035315;0.035315;0.000000;0.013831;0.013831
 All;  8;  2; 75.0000; 15.0000;  6557;     0;     0;  3049;  9606;0.001253;0.000000;0.001253;0.682594;1.000000;0.682594;1.000000;1.000000;1.000000;0.085543;0.085543;0.002412;0.003033;0.000000;0.035315;0.035315;0.000000;0.035315;0.035315;0.000000;0.024105;0.024105
 All;  8;  3; 75.0000; 25.0000;  9268;     0;     0;   338;  9606;0.001253;0.000000;0.001253;0.964814;1.000000;0.964814;1.000000;1.000000;1.000000;0.120910;0.120910;0.002412;0.003033;0.000000;0.035315;0.035315;0.000000;0.035315;0.035315;0.000000;0.034072;0.034072
 All;  8;  4; 75.0000; 35.0000;  9566;     0;     0;    42;  9608;0.001253;0.000000;0.001253;0.995629;1.000000;0.995629;1.000000;1.000000;1.000000;0.124772;0.124772;0.002412;0.003033;0.000000;0.035315;0.035315;0.000000;0.035315;0.035315;0.000000;0.035160;0.035160
 All;  8;  5; 75.0000; 45.0000;  9578;     0;     0;    24;  9602;0.001253;0.000000;0.001253;0.997501;1.000000;0.997501;1.000000;1.000000;1.000000;0.125007;0.125007;0.002412;0.003033;0.000000;0.035315;0.035315;0.000000;0.035315;0.035315;0.000000;0.035226;0.035226
 All;  8;  6; 75.0000; 55.0000;  9544;     0;     0;    67;  9611;0.001253;0.000000;0.001253;0.993029;1.000000;0.993029;1.000000;1.000000;1.000000;0.124446;0.124446;0.002412;0.003033;0.000000;0.035315;0.035315;0.000000;0.035315;0.035315;0.000000;0.035068;0.035068
 All;  8;  7; 75.0000; 65.0000;  9538;     0;     0;    69;  9607;0.001253;0.000000;0.001253;0.992818;1.000000;0.992818;1.000000;1.000000;1.000000;0.124420;0.124420;0.002412;0.003033;0.000000;0.035315;0.035315;0.000000;0.035315;0.035315;0.000000;0.035061;0.035061
 All;  8;  8; 75.0000; 75.0000;  8958;     0;     0;   646;  9604;0.001253;0.000000;0.001253;0.932736;1.000000;0.932736;1.000000;1.000000;1.000000;0.116890;0.116890;0.002412;0.003033;0.000000;0.035315;0.035315;0.000000;0.035315;0.035315;0.000000;0.032939;0.032939
 All;  8;  9; 75.0000; 85.0000;  4112;     0;     0;  5496;  9608;0.001253;0.000000;0.001253;0.427977;1.000000;0.427977;1.000000;1.000000;1.000000;0.053634;0.053634;0.002412;0.003033;0.000000;0.035315;0.035315;0.000000;0.035315;0.035315;0.000000;0.015114;0.015114
 All;  8; 10; 75.0000; 95.0000;  2619;     0;     0;  6989;  9608;0.001253;0.000000;0.001253;0.272585;1.000000;0.272585;1.000000;1.000000;1.000000;0.034160;0.034160;0.002412;0.003033;0.000000;0.035315;0.035315;0.000000;0.035315;0.035315;0.000000;0.009626;0.009626
 All;  8; 11; 75.0000;105.0000;   616;     0;     0;  8990;  9606;0.001253;0.000000;0.001253;0.064127;1.000000;0.064127;1.000000;1.000000;1.000000;0.008036;0.008036;0.002412;0.003033;0.000000;0.035315;0.035315;0.000000;0.035315;0.035315;0.000000;0.002265;0.002265
 All;  8; 12; 75.0000;115.0000;   434;     0;     0;  9172;  9606;0.001253;0.000000;0.001253;0.045180;1.000000;0.045180;1.000000;1.000000;1.000000;0.005662;0.005662;0.002412;0.003033;0.000000;0.035315;0.035315;0.000000;0.035315;0.035315;0.000000;0.001596;0.001596
 All;  8; 13; 75.0000;125.0000;  1439;     0;     0;  8169;  9608;0.001253;0.000000;0.001253;0.149771;1.000000;0.149771;1.000000;1.000000;1.000000;0.018769;0.018769;0.002412;0.003033;0.000000;0.035315;0.035315;0.000000;0.035315;0.035315;0.000000;0.005289;0.005289
 All;  8; 14; 75.0000;135.0000;  1137;     0;     0;  8465;  9602;0.001253;0.000000;0.001253;0.118413;1.000000;0.118413;1.000000;1.000000;1.000000;0.014839;0.014839;0.002412;0.003033;0.000000;0.035315;0.035315;0.000000;0.035315;0.035315;0.000000;0.004182;0.004182
 All;  8; 15; 75.0000;145.0000;   747;     0;     0;  8864;  9611;0.001253;0.000000;0.001253;0.077723;1.000000;0.077723;1.000000;1.000000;1.000000;0.009740;0.009740;0.002412;0.003033;0.000000;0.035315;0.035315;0.000000;0.035315;0.035315;0.000000;0.002745;0.002745
 All;  8; 16; 75.0000;155.0000;   288;     0;     0;  9319;  9607;0.001253;0.000000;0.001253;0.029978;1.000000;0.029978;1.000000;1.000000;1.000000;0.003757;0.003757;0.002412;0.003033;0.000000;0.035315;0.035315;0.000000;0.035315;0.035315;0.000000;0.001059;0.001059
 All;  8; 17; 75.0000;165.0000;    44;     0;     0;  9560;  9604;0.001253;0.000000;0.001253;0.004581;1.000000;0.004581;1.000000;1.000000;1.000000;0.000574;0.000574;0.002412;0.003033;0.000000;0.035315;0.035315;0.000000;0.035315;0.035315;0.000000;0.000162;0.000162
 All;  8; 18; 75.0000;175.0000;    84;     0;     0;  9524;  9608;0.001253;0.000000;0.001253;0.008743;1.000000;0.008743;1.000000;1.000000;1.000000;0.001096;0.001096;0.002412;0.003033;0.000000;0.035315;0.035315;0.000000;0.035315;0.035315;0.000000;0.000309;0.000309
 All;  8; 19; 75.0000;185.0000;   123;     0;     0;  9485;  9608;0.001253;0.000000;0.001253;0.012802;1.000000;0.012802;1.000000;1.000000;1.000000;0.001604;0.001604;0.002412;0.003033;0.000000;0.035315;0.035315;0.000000;0.035315;0.035315;0.000000;0.000452;0.000452
 All;  8; 20; 75.0000;195.0000;    94;     0;     0;  9512;  9606;0.001253;0.000000;0.001253;0.009786;1.000000;0.009786;1.000000;1.000000;1.000000;0.001226;0.001226;0.002412;0.003033;0.000000;0.035315;0.035315;0.000000;0.035315;0.035315;0.000000;0.000346;0.000346
 All;  8; 21; 75.0000;205.0000;    35;     0;     0;  9571;  9606;0.001253;0.000000;0.001253;0.003644;1.000000;0.003644;1.000000;1.000000;1.000000;0.000457;0.000457;0.002412;0.003033;0.000000;0.035315;0.035315;0.000000;0.035315;0.035315;0.000000;0.000129;0.000129
 All;  8; 22; 75.0000;215.0000;     6;     0;     0;  9602;  9608;0.001253;0.000000;0.001253;0.000624;1.000000;0.000624;1.000000;1.000000;1.000000;0.000078;0.000078;0.002412;0.003033;0.000000;0.035315;0.035315;0.000000;0.035315;0.035315;0.000000;0.000022;0.000022
 All;  8; 23; 75.0000;225.0000;    88;     0;     0;  9514;  9602;0.001253;0.000000;0.001253;0.009165;1.000000;0.009165;1.000000;1.000000;1.000000;0.001149;0.001149;0.002412;0.003033;0.000000;0.035315;0.035315;0.000000;0.035315;0.035315;0.000000;0.000324;0.000324
 All;  8; 24; 75.0000;235.0000;    40;     0;     0;  9571;  9611;0.001253;0.000000;0.001253;0.004162;1.000000;0.004162;1.000000;1.000000;1.000000;0.000522;0.000522;0.002412;0.003033;0.000000;0.035315;0.035315;0.000000;0.035315;0.035315;0.000000;0.000147;0.000147
 All;  8; 25; 75.0000;245.0000;     0;     0;     0;  9607;  9607;0.001253;0.000000;0.001253;0.000000;1.000000;0.000000;1.000000;1.000000;1.000000;0.000000;0.000000;0.002412;0.003033;0.000000;0.035315;0.035315;0.000000;0.035315;0.035315;0.000000;0.000000;0.000000
 All;  8; 26; 75.0000;255.0000;    11;     0;     0;  9593;  9604;0.001253;0.000000;0.001253;0.001145;1.000000;0.001145;1.000000;1.000000;1.000000;0.000144;0.000144;0.002412;0.003033;0.000000;0.035315;0.035315;0.000000;0.035315;0.035315;0.000000;0.000040;0.000040
 All;  8; 27; 75.0000;265.0000;   178;     0;     0;  9430;  9608;0.001253;0.000000;0.001253;0.018526;1.000000;0.018526;1.000000;1.000000;1.000000;0.002322;0.002322;0.002412;0.003033;0.000000;0.035315;0.035315;0.000000;0.035315;0.035315;0.000000;0.000654;0.000654
 All;  8; 28; 75.0000;275.0000;   105;     0;     0;  9503;  9608;0.001253;0.000000;0.001253;0.010928;1.000000;0.010928;1.000000;1.000000;1.000000;0.001370;0.001370;0.002412;0.003033;0.000000;0.035315;0.035315;0.000000;0.035315;0.035315;0.000000;0.000386;0.000386
 All;  8; 29; 75.0000;285.0000;    40;     0;     0;  9566;  9606;0.001253;0.000000;0.001253;0.004164;1.000000;0.004164;1.000000;1.000000;1.000000;0.000522;0.000522;0.002412;0.003033;0.000000;0.035315;0.035315;0.000000;0.035315;0.035315;0.000000;0.000147;0.000147
 All;  8; 30; 75.0000;295.0000;   558;     0;     0;  9048;  9606;0.001253;0.000000;0.001253;0.058089;1.000000;0.058089;1.000000;1.000000;1.000000;0.007280;0.007280;0.002412;0.003033;0.000000;0.035315;0.035315;0.000000;0.035315;0.035315;0.000000;0.002051;0.002051
 All;  8; 31; 75.0000;305.0000;  2319;     0;     0;  7289;  9608;0.001253;0.000000;0.001253;0.241361;1.000000;0.241361;1.000000;1.000000;1.000000;0.030247;0.030247;0.002412;0.003033;0.000000;0.035315;0.035315;0.000000;0.035315;0.035315;0.000000;0.008524;0.008524
 All;  8; 32; 75.0000;315.0000;   823;     0;     0;  8779;  9602;0.001253;0.000000;0.001253;0.085711;1.000000;0.085711;1.000000;1.000000;1.000000;0.010741;0.010741;0.002412;0.003033;0.000000;0.035315;0.035315;0.000000;0.035315;0.035315;0.000000;0.003027;0.003027
 All;  8; 33; 75.0000;325.0000;  1875;     0;     0;  7736;  9611;0.001253;0.000000;0.001253;0.195089;1.000000;0.195089;1.000000;1.000000;1.000000;0.024449;0.024449;0.002412;0.003033;0.000000;0.035315;0.035315;0.000000;0.035315;0.035315;0.000000;0.006889;0.006889
 All;  8; 34; 75.0000;335.0000;  2631;     0;     0;  6976;  9607;0.001253;0.000000;0.001253;0.273863;1.000000;0.273863;1.000000;1.000000;1.000000;0.034320;0.034320;0.002412;0.003033;0.000000;0.035315;0.035315;0.000000;0.035315;0.035315;0.000000;0.009671;0.009671
 All;  8; 35; 75.0000;345.0000;  1232;     0;     0;  8372;  9604;0.001253;0.000000;0.001253;0.128280;1.000000;0.128280;1.000000;1.000000;1.000000;0.016076;0.016076;0.002412;0.003033;0.000000;0.035315;0.035315;0.000000;0.035315;0.035315;0.000000;0.004530;0.004530
 All;  8; 36; 75.0000;355.0000;  2680;     0;     0;  6928;  9608;0.001253;0.000000;0.001253;0.278934;1.000000;0.278934;1.000000;1.000000;1.000000;0.034956;0.034956;0.002412;0.003033;0.000000;0.035315;0.035315;0.000000;0.035315;0.035315;0.000000;0.009850;0.009850
 All;  9;  1; 85.0000;  5.0000;   373;     0;     0;  2828;  3201;0.000422;0.000000;0.000422;0.116526;1.000000;0.116526;1.000000;1.000000;1.000000;0.004917;0.004917;0.000838;0.001075;0.000000;0.012265;0.012265;0.000000;0.012265;0.012265;0.000000;0.001429;0.001429
 All;  9;  2; 85.0000; 15.0000;   932;     0;     0;  2272;  3204;0.000422;0.000000;0.000422;0.290886;1.000000;0.290886;1.000000;1.000000;1.000000;0.012276;0.012276;0.000838;0.001075;0.000000;0.012265;0.012265;0.000000;0.012265;0.012265;0.000000;0.003568;0.003568
 All;  9;  3; 85.0000; 25.0000;  1609;     0;     0;  1593;  3202;0.000422;0.000000;0.000422;0.502498;1.000000;0.502498;1.000000;1.000000;1.000000;0.021206;0.021206;0.000838;0.001075;0.000000;0.012265;0.012265;0.000000;0.012265;0.012265;0.000000;0.006163;0.006163
 All;  9;  4; 85.0000; 35.0000;  1857;     0;     0;  1343;  3200;0.000422;0.000000;0.000422;0.580313;1.000000;0.580313;1.000000;1.000000;1.000000;0.024490;0.024490;0.000838;0.001075;0.000000;0.012265;0.012265;0.000000;0.012265;0.012265;0.000000;0.007117;0.007117
 All;  9;  5; 85.0000; 45.0000;  2034;     0;     0;  1169;  3203;0.000422;0.000000;0.000422;0.635030;1.000000;0.635030;1.000000;1.000000;1.000000;0.026799;0.026799;0.000838;0.001075;0.000000;0.012265;0.012265;0.000000;0.012265;0.012265;0.000000;0.007788;0.007788
 All;  9;  6; 85.0000; 55.0000;  2096;     0;     0;  1102;  3198;0.000422;0.000000;0.000422;0.655410;1.000000;0.655410;1.000000;1.000000;1.000000;0.027659;0.027659;0.000838;0.001075;0.000000;0.012265;0.012265;0.000000;0.012265;0.012265;0.000000;0.008038;0.008038
 All;  9;  7; 85.0000; 65.0000;  1487;     0;     0;  1715;  3202;0.000422;0.000000;0.000422;0.464397;1.000000;0.464397;1.000000;1.000000;1.000000;0.019598;0.019598;0.000838;0.001075;0.000000;0.012265;0.012265;0.000000;0.012265;0.012265;0.000000;0.005696;0.005696
 All;  9;  8; 85.0000; 75.0000;  1009;     0;     0;  2194;  3203;0.000422;0.000000;0.000422;0.315017;1.000000;0.315017;1.000000;1.000000;1.000000;0.013294;0.013294;0.000838;0.001075;0.000000;0.012265;0.012265;0.000000;0.012265;0.012265;0.000000;0.003864;0.003864
 All;  9;  9; 85.0000; 85.0000;  1139;     0;     0;  2063;  3202;0.000422;0.000000;0.000422;0.355715;1.000000;0.355715;1.000000;1.000000;1.000000;0.015011;0.015011;0.000838;0.001075;0.000000;0.012265;0.012265;0.000000;0.012265;0.012265;0.000000;0.004363;0.004363
 All;  9; 10; 85.0000; 95.0000;  1490;     0;     0;  1711;  3201;0.000422;0.000000;0.000422;0.465480;1.000000;0.465480;1.000000;1.000000;1.000000;0.019644;0.019644;0.000838;0.001075;0.000000;0.012265;0.012265;0.000000;0.012265;0.012265;0.000000;0.005709;0.005709
 All;  9; 11; 85.0000;105.0000;   622;     0;     0;  2582;  3204;0.000422;0.000000;0.000422;0.194132;1.000000;0.194132;1.000000;1.000000;1.000000;0.008193;0.008193;0.000838;0.001075;0.000000;0.012265;0.012265;0.000000;0.012265;0.012265;0.000000;0.002381;0.002381
 All;  9; 12; 85.0000;115.0000;   383;     0;     0;  2819;  3202;0.000422;0.000000;0.000422;0.119613;1.000000;0.119613;1.000000;1.000000;1.000000;0.005048;0.005048;0.000838;0.001075;0.000000;0.012265;0.012265;0.000000;0.012265;0.012265;0.000000;0.001467;0.001467
 All;  9; 13; 85.0000;125.0000;   337;     0;     0;  2863;  3200;0.000422;0.000000;0.000422;0.105313;1.000000;0.105313;1.000000;1.000000;1.000000;0.004444;0.004444;0.000838;0.001075;0.000000;0.012265;0.012265;0.000000;0.012265;0.012265;0.000000;0.001292;0.001292
 All;  9; 14; 85.0000;135.0000;   370;     0;     0;  2833;  3203;0.000422;0.000000;0.000422;0.115517;1.000000;0.115517;1.000000;1.000000;1.000000;0.004875;0.004875;0.000838;0.001075;0.000000;0.012265;0.012265;0.000000;0.012265;0.012265;0.000000;0.001417;0.001417
 All;  9; 15; 85.0000;145.0000;  1049;     0;     0;  2149;  3198;0.000422;0.000000;0.000422;0.328018;1.000000;0.328018;1.000000;1.000000;1.000000;0.013843;0.013843;0.000838;0.001075;0.000000;0.012265;0.012265;0.000000;0.012265;0.012265;0.000000;0.004023;0.004023
 All;  9; 16; 85.0000;155.0000;   276;     0;     0;  2926;  3202;0.000422;0.000000;0.000422;0.086196;1.000000;0.086196;1.000000;1.000000;1.000000;0.003638;0.003638;0.000838;0.001075;0.000000;0.012265;0.012265;0.000000;0.012265;0.012265;0.000000;0.001057;0.001057
 All;  9; 17; 85.0000;165.0000;   192;     0;     0;  3011;  3203;0.000422;0.000000;0.000422;0.059944;1.000000;0.059944;1.000000;1.000000;1.000000;0.002530;0.002530;0.000838;0.001075;0.000000;0.012265;0.012265;0.000000;0.012265;0.012265;0.000000;0.000735;0.000735
 All;  9; 18; 85.0000;175.0000;   157;     0;     0;  3045;  3202;0.000422;0.000000;0.000422;0.049032;1.000000;0.049032;1.000000;1.000000;1.000000;0.002069;0.002069;0.000838;0.001075;0.000000;0.012265;0.012265;0.000000;0.012265;0.012265;0.000000;0.000601;0.000601
 All;  9; 19; 85.0000;185.0000;   149;     0;     0;  3052;  3201;0.000422;0.000000;0.000422;0.046548;1.000000;0.046548;1.000000;1.000000;1.000000;0.001964;0.001964;0.000838;0.001075;0.000000;0.012265;0.012265;0.000000;0.012265;0.012265;0.000000;0.000571;0.000571
 All;  9; 20; 85.0000;195.0000;    36;     0;     0;  3168;  3204;0.000422;0.000000;0.000422;0.011236;1.000000;0.011236;1.000000;1.000000;1.000000;0.000474;0.000474;0.000838;0.001075;0.000000;0.012265;0.012265;0.000000;0.012265;0.012265;0.000000;0.000138;0.000138
 All;  9; 21; 85.0000;205.0000;     3;     0;     0;  3199;  3202;0.000422;0.000000;0.000422;0.000937;1.000000;0.000937;1.000000;1.000000;1.000000;0.000040;0.000040;0.000838;0.001075;0.000000;0.012265;0.012265;0.000000;0.012265;0.012265;0.000000;0.000011;0.000011
