 Units of measure: Mols m-2 d-1
 Month;Alt;Azi;Altitude;Azimuth; SkySky;SkyTop;FolTop;FolSky;Total ;Sky   ;  Mask;    Total;   Gap Can; Gap Topo;Gap Both;Gap Can; Gap Topo;Gap Both;Canopy  ;Site    ;Id_UOC ; Id_SOC;  Above ;  Above  ; Above ;  Mask  ;  Mask   ; Mask ;   Trans ;  Trans  ; Trans
      ;Bin;Bin;        ;       ; Pixels;Pixels;Pixels;Pixels;Pixels;Area  ;  Area;    Area ;   Diffuse; Diffuse ;Diffuse ;Direct ; Direct  ;Direct  ;Openness;Openness;       ;       ;  Direct;  Diffuse; Total ;  Direct;  Diffuse; Total;   Direct;  Diffuse; Total
 All;  3; 24; 25.0000;235.0000;  3186;     0;     0; 30259; 33445;0.004388;0.000000;0.004388;0.095261;1.000000;0.095261;0.095958;1.000000;0.095958;0.041804;0.041804;0.003695;0.002924;0.089419;0.054105;0.143524;0.089419;0.054105;0.143524;0.008580;0.005154;0.013735
 All;  3; 25; 25.0000;245.0000;  2759;     0;     0; 30696; 33455;0.004388;0.000000;0.004388;0.082469;1.000000;0.082469;0.094558;1.000000;0.094558;0.036190;0.036190;0.003695;0.002924;0.084751;0.054105;0.138856;0.084751;0.054105;0.138856;0.008014;0.004462;0.012476
 All;  3; 26; 25.0000;255.0000;  6083;     0;     0; 27369; 33452;0.004388;0.000000;0.004388;0.181843;1.000000;0.181843;0.199078;1.000000;0.199078;0.079799;0.079799;0.003695;0.002924;0.086273;0.054105;0.140378;0.086273;0.054105;0.140378;0.017175;0.009839;0.027014
 All;  3; 27; 25.0000;265.0000;  2088;     0;     0; 31371; 33459;0.004388;0.000000;0.004388;0.062405;1.000000;0.062405;0.065663;1.000000;0.065663;0.027385;0.027385;0.003695;0.002924;0.105245;0.054105;0.159350;0.105245;0.054105;0.159350;0.006911;0.003376;0.010287
 All;  3; 28; 25.0000;275.0000;   615;     0;     0; 32829; 33444;0.004388;0.000000;0.004388;0.018389;1.000000;0.018389;0.008771;1.000000;0.008771;0.008070;0.008070;0.003695;0.002924;0.150667;0.054105;0.204772;0.150667;0.054105;0.204772;0.001321;0.000995;0.002316
 All;  3; 29; 25.0000;285.0000;  2458;     0;     0; 30998; 33456;0.004388;0.000000;0.004388;0.073470;1.000000;0.073470;0.048434;1.000000;0.048434;0.032241;0.032241;0.003695;0.002924;0.016606;0.054105;0.070710;0.016606;0.054105;0.070710;0.000804;0.003975;0.004779
 All;  3; 30; 25.0000;295.0000;   301;     0;     0; 33154; 33455;0.004388;0.000000;0.004388;0.008997;1.000000;0.008997;1.000000;1.000000;1.000000;0.003948;0.003948;0.003695;0.002924;0.000000;0.054105;0.054105;0.000000;0.054105;0.054105;0.000000;0.000487;0.000487
 All;  3; 31; 25.0000;305.0000;     0;     0;     0; 33456; 33456;0.004388;0.000000;0.004388;0.000000;1.000000;0.000000;1.000000;1.000000;1.000000;0.000000;0.000000;0.003695;0.002924;0.000000;0.054105;0.054105;0.000000;0.054105;0.054105;0.000000;0.000000;0.000000
 All;  3; 32; 25.0000;315.0000;  2071;     0;     0; 31380; 33451;0.004388;0.000000;0.004388;0.061911;1.000000;0.061911;1.000000;1.000000;1.000000;0.027169;0.027169;0.003695;0.002924;0.000000;0.054105;0.054105;0.000000;0.054105;0.054105;0.000000;0.003350;0.003350
 All;  3; 33; 25.0000;325.0000;  8345;     0;     0; 25100; 33445;0.004388;0.000000;0.004388;0.249514;1.000000;0.249514;1.000000;1.000000;1.000000;0.109495;0.109495;0.003695;0.002924;0.000000;0.054105;0.054105;0.000000;0.054105;0.054105;0.000000;0.013500;0.013500
 All;  3; 34; 25.0000;335.0000;  7428;     0;     0; 26027; 33455;0.004388;0.000000;0.004388;0.222030;1.000000;0.222030;1.000000;1.000000;1.000000;0.097434;0.097434;0.003695;0.002924;0.000000;0.054105;0.054105;0.000000;0.054105;0.054105;0.000000;0.012013;0.012013
 All;  3; 35; 25.0000;345.0000;  5977;     0;     0; 27475; 33452;0.004388;0.000000;0.004388;0.178674;1.000000;0.178674;1.000000;1.000000;1.000000;0.078408;0.078408;0.003695;0.002924;0.000000;0.054105;0.054105;0.000000;0.054105;0.054105;0.000000;0.009667;0.009667
 All;  3; 36; 25.0000;355.0000;  4130;     0;     0; 29329; 33459;0.004388;0.000000;0.004388;0.123435;1.000000;0.123435;1.000000;1.000000;1.000000;0.054167;0.054167;0.003695;0.002924;0.000000;0.054105;0.054105;0.000000;0.054105;0.054105;0.000000;0.006678;0.006678
 All;  4;  1; 35.0000;  5.0000;  3227;     0;     0; 25078; 28305;0.003966;0.000000;0.003966;0.114008;1.000000;0.114008;1.000000;1.000000;1.000000;0.045219;0.045219;0.004533;0.004174;0.000000;0.066370;0.066370;0.000000;0.066370;0.066370;0.000000;0.007567;0.007567
 All;  4;  2; 35.0000; 15.0000;  4936;     0;     0; 23371; 28307;0.003966;0.000000;0.003966;0.174374;1.000000;0.174374;1.000000;1.000000;1.000000;0.069162;0.069162;0.004533;0.004174;0.000000;0.066370;0.066370;0.000000;0.066370;0.066370;0.000000;0.011573;0.011573
 All;  4;  3; 35.0000; 25.0000;  6432;     0;     0; 21876; 28308;0.003966;0.000000;0.003966;0.227215;1.000000;0.227215;1.000000;1.000000;1.000000;0.090121;0.090121;0.004533;0.004174;0.000000;0.066370;0.066370;0.000000;0.066370;0.066370;0.000000;0.015080;0.015080
 All;  4;  4; 35.0000; 35.0000;  5645;     0;     0; 22662; 28307;0.003966;0.000000;0.003966;0.199421;1.000000;0.199421;1.000000;1.000000;1.000000;0.079097;0.079097;0.004533;0.004174;0.000000;0.066370;0.066370;0.000000;0.066370;0.066370;0.000000;0.013235;0.013235
 All;  4;  5; 35.0000; 45.0000;  5795;     0;     0; 22513; 28308;0.003966;0.000000;0.003966;0.204712;1.000000;0.204712;1.000000;1.000000;1.000000;0.081196;0.081196;0.004533;0.004174;0.000000;0.066370;0.066370;0.000000;0.066370;0.066370;0.000000;0.013587;0.013587
 All;  4;  6; 35.0000; 55.0000;  1221;     0;     0; 27092; 28313;0.003966;0.000000;0.003966;0.043125;1.000000;0.043125;1.000000;1.000000;1.000000;0.017105;0.017105;0.004533;0.004174;0.000000;0.066370;0.066370;0.000000;0.066370;0.066370;0.000000;0.002862;0.002862
 All;  4;  7; 35.0000; 65.0000;  3708;     0;     0; 24596; 28304;0.003966;0.000000;0.003966;0.131006;1.000000;0.131006;1.000000;1.000000;1.000000;0.051961;0.051961;0.004533;0.004174;0.000000;0.066370;0.066370;0.000000;0.066370;0.066370;0.000000;0.008695;0.008695
 All;  4;  8; 35.0000; 75.0000;  1369;     0;     0; 26944; 28313;0.003966;0.000000;0.003966;0.048352;1.000000;0.048352;1.000000;1.000000;1.000000;0.019178;0.019178;0.004533;0.004174;0.000000;0.066370;0.066370;0.000000;0.066370;0.066370;0.000000;0.003209;0.003209
 All;  4;  9; 35.0000; 85.0000;  3927;     0;     0; 24377; 28304;0.003966;0.000000;0.003966;0.138744;1.000000;0.138744;0.191777;1.000000;0.191777;0.055030;0.055030;0.004533;0.004174;0.021971;0.066370;0.088341;0.021971;0.066370;0.088341;0.004214;0.009208;0.013422
 All;  4; 10; 35.0000; 95.0000;  4640;     0;     0; 23665; 28305;0.003966;0.000000;0.003966;0.163929;1.000000;0.163929;0.110128;1.000000;0.110128;0.065019;0.065019;0.004533;0.004174;0.239079;0.066370;0.305449;0.239079;0.066370;0.305449;0.026329;0.010880;0.037209
 All;  4; 11; 35.0000;105.0000;   253;     0;     0; 28054; 28307;0.003966;0.000000;0.003966;0.008938;1.000000;0.008938;0.007902;1.000000;0.007902;0.003545;0.003545;0.004533;0.004174;0.180417;0.066370;0.246787;0.180417;0.066370;0.246787;0.001426;0.000593;0.002019
 All;  4; 12; 35.0000;115.0000;   694;     0;     0; 27614; 28308;0.003966;0.000000;0.003966;0.024516;1.000000;0.024516;0.027521;1.000000;0.027521;0.009724;0.009724;0.004533;0.004174;0.142579;0.066370;0.208949;0.142579;0.066370;0.208949;0.003924;0.001627;0.005551
 All;  4; 13; 35.0000;125.0000;  1534;     0;     0; 26773; 28307;0.003966;0.000000;0.003966;0.054192;1.000000;0.054192;0.056284;1.000000;0.056284;0.021494;0.021494;0.004533;0.004174;0.134636;0.066370;0.201005;0.134636;0.066370;0.201005;0.007578;0.003597;0.011174
 All;  4; 14; 35.0000;135.0000;    48;     0;     0; 28260; 28308;0.003966;0.000000;0.003966;0.001696;1.000000;0.001696;0.002517;1.000000;0.002517;0.000673;0.000673;0.004533;0.004174;0.135568;0.066370;0.201938;0.135568;0.066370;0.201938;0.000341;0.000113;0.000454
 All;  4; 15; 35.0000;145.0000;   111;     0;     0; 28202; 28313;0.003966;0.000000;0.003966;0.003920;1.000000;0.003920;0.003588;1.000000;0.003588;0.001555;0.001555;0.004533;0.004174;0.142222;0.066370;0.208592;0.142222;0.066370;0.208592;0.000510;0.000260;0.000770
 All;  4; 16; 35.0000;155.0000;  1602;     0;     0; 26702; 28304;0.003966;0.000000;0.003966;0.056600;1.000000;0.056600;0.050512;1.000000;0.050512;0.022449;0.022449;0.004533;0.004174;0.150721;0.066370;0.217091;0.150721;0.066370;0.217091;0.007613;0.003757;0.011370
 All;  4; 17; 35.0000;165.0000; 13560;     0;     0; 14753; 28313;0.003966;0.000000;0.003966;0.478932;1.000000;0.478932;0.491805;1.000000;0.491805;0.189960;0.189960;0.004533;0.004174;0.159856;0.066370;0.226226;0.159856;0.066370;0.226226;0.078618;0.031786;0.110405
 All;  4; 18; 35.0000;175.0000; 13462;     0;     0; 14842; 28304;0.003966;0.000000;0.003966;0.475622;1.000000;0.475622;0.459998;1.000000;0.459998;0.188647;0.188647;0.004533;0.004174;0.165471;0.066370;0.231840;0.165471;0.066370;0.231840;0.076116;0.031567;0.107683
 All;  4; 19; 35.0000;185.0000; 10284;     0;     0; 18021; 28305;0.003966;0.000000;0.003966;0.363328;1.000000;0.363328;0.378304;1.000000;0.378304;0.144108;0.144108;0.004533;0.004174;0.167472;0.066370;0.233841;0.167472;0.066370;0.233841;0.063355;0.024114;0.087469
 All;  4; 20; 35.0000;195.0000;  1527;     0;     0; 26780; 28307;0.003966;0.000000;0.003966;0.053944;1.000000;0.053944;0.046737;1.000000;0.046737;0.021396;0.021396;0.004533;0.004174;0.159109;0.066370;0.225479;0.159109;0.066370;0.225479;0.007436;0.003580;0.011017
 All;  4; 21; 35.0000;205.0000;  3599;     0;     0; 24709; 28308;0.003966;0.000000;0.003966;0.127137;1.000000;0.127137;0.118723;1.000000;0.118723;0.050427;0.050427;0.004533;0.004174;0.149951;0.066370;0.216321;0.149951;0.066370;0.216321;0.017803;0.008438;0.026241
 All;  4; 22; 35.0000;215.0000; 17232;     0;     0; 11075; 28307;0.003966;0.000000;0.003966;0.608754;1.000000;0.608754;0.582733;1.000000;0.582733;0.241451;0.241451;0.004533;0.004174;0.141835;0.066370;0.208205;0.141835;0.066370;0.208205;0.082652;0.040403;0.123055
 All;  4; 23; 35.0000;225.0000; 23839;     0;     0;  4469; 28308;0.003966;0.000000;0.003966;0.842129;1.000000;0.842129;0.833475;1.000000;0.833475;0.334016;0.334016;0.004533;0.004174;0.135618;0.066370;0.201988;0.135618;0.066370;0.201988;0.113034;0.055892;0.168926
 All;  4; 24; 35.0000;235.0000; 10167;     0;     0; 18146; 28313;0.003966;0.000000;0.003966;0.359093;1.000000;0.359093;0.349860;1.000000;0.349860;0.142428;0.142428;0.004533;0.004174;0.133652;0.066370;0.200022;0.133652;0.066370;0.200022;0.046760;0.023833;0.070592
 All;  4; 25; 35.0000;245.0000;  7056;     0;     0; 21248; 28304;0.003966;0.000000;0.003966;0.249293;1.000000;0.249293;0.246876;1.000000;0.246876;0.098878;0.098878;0.004533;0.004174;0.142569;0.066370;0.208939;0.142569;0.066370;0.208939;0.035197;0.016545;0.051742
 All;  4; 26; 35.0000;255.0000;  5010;     0;     0; 23303; 28313;0.003966;0.000000;0.003966;0.176951;1.000000;0.176951;0.144386;1.000000;0.144386;0.070184;0.070184;0.004533;0.004174;0.180845;0.066370;0.247215;0.180845;0.066370;0.247215;0.026111;0.011744;0.037856
 All;  4; 27; 35.0000;265.0000;   943;     0;     0; 27361; 28304;0.003966;0.000000;0.003966;0.033317;1.000000;0.033317;0.027323;1.000000;0.027323;0.013215;0.013215;0.004533;0.004174;0.238333;0.066370;0.304702;0.238333;0.066370;0.304702;0.006512;0.002211;0.008723
 All;  4; 28; 35.0000;275.0000;    95;     0;     0; 28210; 28305;0.003966;0.000000;0.003966;0.003356;1.000000;0.003356;0.000000;1.000000;0.000000;0.001331;0.001331;0.004533;0.004174;0.022383;0.066370;0.088753;0.022383;0.066370;0.088753;0.000000;0.000223;0.000223
 All;  4; 29; 35.0000;285.0000;   605;     0;     0; 27702; 28307;0.003966;0.000000;0.003966;0.021373;1.000000;0.021373;1.000000;1.000000;1.000000;0.008477;0.008477;0.004533;0.004174;0.000000;0.066370;0.066370;0.000000;0.066370;0.066370;0.000000;0.001419;0.001419
 All;  4; 30; 35.0000;295.0000;   107;     0;     0; 28201; 28308;0.003966;0.000000;0.003966;0.003780;1.000000;0.003780;1.000000;1.000000;1.000000;0.001499;0.001499;0.004533;0.004174;0.000000;0.066370;0.066370;0.000000;0.066370;0.066370;0.000000;0.000251;0.000251
 All;  4; 31; 35.0000;305.0000;     0;     0;     0; 28307; 28307;0.003966;0.000000;0.003966;0.000000;1.000000;0.000000;1.000000;1.000000;1.000000;0.000000;0.000000;0.004533;0.004174;0.000000;0.066370;0.066370;0.000000;0.066370;0.066370;0.000000;0.000000;0.000000
 All;  4; 32; 35.0000;315.0000;   205;     0;     0; 28103; 28308;0.003966;0.000000;0.003966;0.007242;1.000000;0.007242;1.000000;1.000000;1.000000;0.002872;0.002872;0.004533;0.004174;0.000000;0.066370;0.066370;0.000000;0.066370;0.066370;0.000000;0.000481;0.000481
 All;  4; 33; 35.0000;325.0000;  4686;     0;     0; 23627; 28313;0.003966;0.000000;0.003966;0.165507;1.000000;0.165507;1.000000;1.000000;1.000000;0.065645;0.065645;0.004533;0.004174;0.000000;0.066370;0.066370;0.000000;0.066370;0.066370;0.000000;0.010985;0.010985
 All;  4; 34; 35.0000;335.0000; 10933;     0;     0; 17371; 28304;0.003966;0.000000;0.003966;0.386270;1.000000;0.386270;1.000000;1.000000;1.000000;0.153207;0.153207;0.004533;0.004174;0.000000;0.066370;0.066370;0.000000;0.066370;0.066370;0.000000;0.025637;0.025637
 All;  4; 35; 35.0000;345.0000;  5491;     0;     0; 22822; 28313;0.003966;0.000000;0.003966;0.193939;1.000000;0.193939;1.000000;1.000000;1.000000;0.076923;0.076923;0.004533;0.004174;0.000000;0.066370;0.066370;0.000000;0.066370;0.066370;0.000000;0.012872;0.012872
 All;  4; 36; 35.0000;355.0000;  1815;     0;     0; 26489; 28304;0.003966;0.000000;0.003966;0.064125;1.000000;0.064125;1.000000;1.000000;1.000000;0.025434;0.025434;0.004533;0.004174;0.000000;0.066370;0.066370;0.000000;0.066370;0.066370;0.000000;0.004256;0.004256
 All;  5;  1; 45.0000;  5.0000; 12012;     0;     0; 11150; 23162;0.003424;0.000000;0.003424;0.518608;1.000000;0.518608;1.000000;1.000000;1.000000;0.177561;0.177561;0.004824;0.004994;0.000000;0.070629;0.070629;0.000000;0.070629;0.070629;0.000000;0.036629;0.036629
 All;  5;  2; 45.0000; 15.0000;  7690;     0;     0; 15465; 23155;0.003424;0.000000;0.003424;0.332110;1.000000;0.332110;1.000000;1.000000;1.000000;0.113708;0.113708;0.004824;0.004994;0.000000;0.070629;0.070629;0.000000;0.070629;0.070629;0.000000;0.023457;0.023457
 All;  5;  3; 45.0000; 25.0000;  3500;     0;     0; 19663; 23163;0.003424;0.000000;0.003424;0.151103;1.000000;0.151103;1.000000;1.000000;1.000000;0.051735;0.051735;0.004824;0.004994;0.000000;0.070629;0.070629;0.000000;0.070629;0.070629;0.000000;0.010672;0.010672
 All;  5;  4; 45.0000; 35.0000;  6219;     0;     0; 16941; 23160;0.003424;0.000000;0.003424;0.268523;1.000000;0.268523;1.000000;1.000000;1.000000;0.091937;0.091937;0.004824;0.004994;0.000000;0.070629;0.070629;0.000000;0.070629;0.070629;0.000000;0.018966;0.018966
 All;  5;  5; 45.0000; 45.0000;  5230;     0;     0; 17931; 23161;0.003424;0.000000;0.003424;0.225811;1.000000;0.225811;1.000000;1.000000;1.000000;0.077313;0.077313;0.004824;0.004994;0.000000;0.070629;0.070629;0.000000;0.070629;0.070629;0.000000;0.015949;0.015949
 All;  5;  6; 45.0000; 55.0000;  4484;     0;     0; 18692; 23176;0.003424;0.000000;0.003424;0.193476;1.000000;0.193476;1.000000;1.000000;1.000000;0.066242;0.066242;0.004824;0.004994;0.000000;0.070629;0.070629;0.000000;0.070629;0.070629;0.000000;0.013665;0.013665
 All;  5;  7; 45.0000; 65.0000;  7506;     0;     0; 15653; 23159;0.003424;0.000000;0.003424;0.324107;1.000000;0.324107;1.000000;1.000000;1.000000;0.110968;0.110968;0.004824;0.004994;0.000000;0.070629;0.070629;0.000000;0.070629;0.070629;0.000000;0.022891;0.022891
 All;  5;  8; 45.0000; 75.0000;  3508;     0;     0; 19652; 23160;0.003424;0.000000;0.003424;0.151468;1.000000;0.151468;1.000000;1.000000;1.000000;0.051860;0.051860;0.004824;0.004994;0.000000;0.070629;0.070629;0.000000;0.070629;0.070629;0.000000;0.010698;0.010698
 All;  5;  9; 45.0000; 85.0000;  1618;     0;     0; 21542; 23160;0.003424;0.000000;0.003424;0.069862;1.000000;0.069862;1.000000;1.000000;1.000000;0.023919;0.023919;0.004824;0.004994;0.000000;0.070629;0.070629;0.000000;0.070629;0.070629;0.000000;0.004934;0.004934
 All;  5; 10; 45.0000; 95.0000;   946;     0;     0; 22216; 23162;0.003424;0.000000;0.003424;0.040843;1.000000;0.040843;0.000000;1.000000;0.000000;0.013984;0.013984;0.004824;0.004994;0.005804;0.070629;0.076433;0.005804;0.070629;0.076433;0.000000;0.002885;0.002885
 All;  5; 11; 45.0000;105.0000;  3139;     0;     0; 20016; 23155;0.003424;0.000000;0.003424;0.135565;1.000000;0.135565;0.020501;1.000000;0.020501;0.046415;0.046415;0.004824;0.004994;0.236492;0.070629;0.307121;0.236492;0.070629;0.307121;0.004848;0.009575;0.014423
 All;  5; 12; 45.0000;115.0000;   513;     0;     0; 22650; 23163;0.003424;0.000000;0.003424;0.022147;1.000000;0.022147;0.042689;1.000000;0.042689;0.007583;0.007583;0.004824;0.004994;0.289443;0.070629;0.360072;0.289443;0.070629;0.360072;0.012356;0.001564;0.013920
 All;  5; 13; 45.0000;125.0000;    23;     0;     0; 23137; 23160;0.003424;0.000000;0.003424;0.000993;1.000000;0.000993;0.000000;1.000000;0.000000;0.000340;0.000340;0.004824;0.004994;0.195334;0.070629;0.265963;0.195334;0.070629;0.265963;0.000000;0.000070;0.000070
 All;  5; 14; 45.0000;135.0000;     0;     0;     0; 23161; 23161;0.003424;0.000000;0.003424;0.000000;1.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.004824;0.004994;0.172784;0.070629;0.243413;0.172784;0.070629;0.243413;0.000000;0.000000;0.000000
 All;  5; 15; 45.0000;145.0000;     0;     0;     0; 23176; 23176;0.003424;0.000000;0.003424;0.000000;1.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.004824;0.004994;0.165174;0.070629;0.235803;0.165174;0.070629;0.235803;0.000000;0.000000;0.000000
 All;  5; 16; 45.0000;155.0000;  2362;     0;     0; 20797; 23159;0.003424;0.000000;0.003424;0.101991;1.000000;0.101991;0.118644;1.000000;0.118644;0.034920;0.034920;0.004824;0.004994;0.164291;0.070629;0.234920;0.164291;0.070629;0.234920;0.019492;0.007203;0.026696
 All;  5; 17; 45.0000;165.0000; 14627;     0;     0;  8533; 23160;0.003424;0.000000;0.003424;0.631563;1.000000;0.631563;0.656427;1.000000;0.656427;0.216235;0.216235;0.004824;0.004994;0.164302;0.070629;0.234931;0.164302;0.070629;0.234931;0.107852;0.044607;0.152459
 All;  5; 18; 45.0000;175.0000;  8278;     0;     0; 14882; 23160;0.003424;0.000000;0.003424;0.357427;1.000000;0.357427;0.374164;1.000000;0.374164;0.122376;0.122376;0.004824;0.004994;0.165357;0.070629;0.235986;0.165357;0.070629;0.235986;0.061871;0.025245;0.087116
 All;  5; 19; 45.0000;185.0000;  4558;     0;     0; 18604; 23162;0.003424;0.000000;0.003424;0.196788;1.000000;0.196788;0.169979;1.000000;0.169979;0.067376;0.067376;0.004824;0.004994;0.164328;0.070629;0.234957;0.164328;0.070629;0.234957;0.027932;0.013899;0.041831
 All;  5; 20; 45.0000;195.0000;  5177;     0;     0; 17978; 23155;0.003424;0.000000;0.003424;0.223580;1.000000;0.223580;0.229836;1.000000;0.229836;0.076549;0.076549;0.004824;0.004994;0.165362;0.070629;0.235991;0.165362;0.070629;0.235991;0.038006;0.015791;0.053797
 All;  5; 21; 45.0000;205.0000;  6684;     0;     0; 16479; 23163;0.003424;0.000000;0.003424;0.288564;1.000000;0.288564;0.287278;1.000000;0.287278;0.098798;0.098798;0.004824;0.004994;0.163805;0.070629;0.234434;0.163805;0.070629;0.234434;0.047058;0.020381;0.067439
 All;  5; 22; 45.0000;215.0000; 20910;     0;     0;  2250; 23160;0.003424;0.000000;0.003424;0.902850;1.000000;0.902850;0.907016;1.000000;0.907016;0.309118;0.309118;0.004824;0.004994;0.166182;0.070629;0.236811;0.166182;0.070629;0.236811;0.150730;0.063767;0.214497
 All;  5; 23; 45.0000;225.0000; 22001;     0;     0;  1160; 23161;0.003424;0.000000;0.003424;0.949916;1.000000;0.949916;0.959726;1.000000;0.959726;0.325232;0.325232;0.004824;0.004994;0.172975;0.070629;0.243604;0.172975;0.070629;0.243604;0.166009;0.067092;0.233101
 All;  5; 24; 45.0000;235.0000; 13200;     0;     0;  9976; 23176;0.003424;0.000000;0.003424;0.569555;1.000000;0.569555;0.581370;1.000000;0.581370;0.195004;0.195004;0.004824;0.004994;0.196347;0.070629;0.266976;0.196347;0.070629;0.266976;0.114150;0.040227;0.154377
 All;  5; 25; 45.0000;245.0000;  3918;     0;     0; 19241; 23159;0.003424;0.000000;0.003424;0.169178;1.000000;0.169178;0.185362;1.000000;0.185362;0.057923;0.057923;0.004824;0.004994;0.290204;0.070629;0.360833;0.290204;0.070629;0.360833;0.053793;0.011949;0.065742
 All;  5; 26; 45.0000;255.0000;   593;     0;     0; 22567; 23160;0.003424;0.000000;0.003424;0.025604;1.000000;0.025604;0.032349;1.000000;0.032349;0.008766;0.008766;0.004824;0.004994;0.235912;0.070629;0.306541;0.235912;0.070629;0.306541;0.007632;0.001808;0.009440
 All;  5; 27; 45.0000;265.0000;    76;     0;     0; 23084; 23160;0.003424;0.000000;0.003424;0.003282;1.000000;0.003282;0.000000;1.000000;0.000000;0.001124;0.001124;0.004824;0.004994;0.006439;0.070629;0.077068;0.006439;0.070629;0.077068;0.000000;0.000232;0.000232
 All;  5; 28; 45.0000;275.0000;     6;     0;     0; 23156; 23162;0.003424;0.000000;0.003424;0.000259;1.000000;0.000259;1.000000;1.000000;1.000000;0.000089;0.000089;0.004824;0.004994;0.000000;0.070629;0.070629;0.000000;0.070629;0.070629;0.000000;0.000018;0.000018
 All;  5; 29; 45.0000;285.0000;  3172;     0;     0; 19983; 23155;0.003424;0.000000;0.003424;0.136990;1.000000;0.136990;1.000000;1.000000;1.000000;0.046903;0.046903;0.004824;0.004994;0.000000;0.070629;0.070629;0.000000;0.070629;0.070629;0.000000;0.009675;0.009675
 All;  5; 30; 45.0000;295.0000; 14732;     0;     0;  8431; 23163;0.003424;0.000000;0.003424;0.636014;1.000000;0.636014;1.000000;1.000000;1.000000;0.217759;0.217759;0.004824;0.004994;0.000000;0.070629;0.070629;0.000000;0.070629;0.070629;0.000000;0.044921;0.044921
 All;  5; 31; 45.0000;305.0000;  4876;     0;     0; 18284; 23160;0.003424;0.000000;0.003424;0.210535;1.000000;0.210535;1.000000;1.000000;1.000000;0.072083;0.072083;0.004824;0.004994;0.000000;0.070629;0.070629;0.000000;0.070629;0.070629;0.000000;0.014870;0.014870
 All;  5; 32; 45.0000;315.0000;  1777;     0;     0; 21384; 23161;0.003424;0.000000;0.003424;0.076724;1.000000;0.076724;1.000000;1.000000;1.000000;0.026269;0.026269;0.004824;0.004994;0.000000;0.070629;0.070629;0.000000;0.070629;0.070629;0.000000;0.005419;0.005419
 All;  5; 33; 45.0000;325.0000;  5465;     0;     0; 17711; 23176;0.003424;0.000000;0.003424;0.235804;1.000000;0.235804;1.000000;1.000000;1.000000;0.080735;0.080735;0.004824;0.004994;0.000000;0.070629;0.070629;0.000000;0.070629;0.070629;0.000000;0.016655;0.016655
 All;  5; 34; 45.0000;335.0000;  7875;     0;     0; 15284; 23159;0.003424;0.000000;0.003424;0.340041;1.000000;0.340041;1.000000;1.000000;1.000000;0.116423;0.116423;0.004824;0.004994;0.000000;0.070629;0.070629;0.000000;0.070629;0.070629;0.000000;0.024017;0.024017
 All;  5; 35; 45.0000;345.0000;  9939;     0;     0; 13221; 23160;0.003424;0.000000;0.003424;0.429145;1.000000;0.429145;1.000000;1.000000;1.000000;0.146931;0.146931;0.004824;0.004994;0.000000;0.070629;0.070629;0.000000;0.070629;0.070629;0.000000;0.030310;0.030310
 All;  5; 36; 45.0000;355.0000; 13328;     0;     0;  9832; 23160;0.003424;0.000000;0.003424;0.575475;1.000000;0.575475;1.000000;1.000000;1.000000;0.197031;0.197031;0.004824;0.004994;0.000000;0.070629;0.070629;0.000000;0.070629;0.070629;0.000000;0.040645;0.040645
 All;  6;  1; 55.0000;  5.0000;  2789;     0;     0; 15225; 18014;0.002777;0.000000;0.002777;0.154824;1.000000;0.154824;1.000000;1.000000;1.000000;0.042998;0.042998;0.004533;0.005129;0.000000;0.066370;0.066370;0.000000;0.066370;0.066370;0.000000;0.010276;0.010276
 All;  6;  2; 55.0000; 15.0000;  8397;     0;     0;  9616; 18013;0.002777;0.000000;0.002777;0.466163;1.000000;0.466163;1.000000;1.000000;1.000000;0.129465;0.129465;0.004533;0.005129;0.000000;0.066370;0.066370;0.000000;0.066370;0.066370;0.000000;0.030939;0.030939
 All;  6;  3; 55.0000; 25.0000;  4340;     0;     0; 13675; 18015;0.002777;0.000000;0.002777;0.240910;1.000000;0.240910;1.000000;1.000000;1.000000;0.066907;0.066907;0.004533;0.005129;0.000000;0.066370;0.066370;0.000000;0.066370;0.066370;0.000000;0.015989;0.015989
 All;  6;  4; 55.0000; 35.0000;  3593;     0;     0; 14419; 18012;0.002777;0.000000;0.002777;0.199478;1.000000;0.199478;1.000000;1.000000;1.000000;0.055400;0.055400;0.004533;0.005129;0.000000;0.066370;0.066370;0.000000;0.066370;0.066370;0.000000;0.013239;0.013239
 All;  6;  5; 55.0000; 45.0000;   890;     0;     0; 17122; 18012;0.002777;0.000000;0.002777;0.049412;1.000000;0.049412;1.000000;1.000000;1.000000;0.013723;0.013723;0.004533;0.005129;0.000000;0.066370;0.066370;0.000000;0.066370;0.066370;0.000000;0.003279;0.003279
 All;  6;  6; 55.0000; 55.0000;  9674;     0;     0;  8322; 17996;0.002777;0.000000;0.002777;0.537564;1.000000;0.537564;1.000000;1.000000;1.000000;0.149295;0.149295;0.004533;0.005129;0.000000;0.066370;0.066370;0.000000;0.066370;0.066370;0.000000;0.035678;0.035678
 All;  6;  7; 55.0000; 65.0000; 10107;     0;     0;  7909; 18016;0.002777;0.000000;0.002777;0.561001;1.000000;0.561001;1.000000;1.000000;1.000000;0.155804;0.155804;0.004533;0.005129;0.000000;0.066370;0.066370;0.000000;0.066370;0.066370;0.000000;0.037233;0.037233
