Latitude, Longitude, Altitude
5.2428937, 95.5895920, 288.6
5.2428985, 95.5895840, 289.0
5.2428975, 95.5895770, 289.2
5.2428985, 95.5895690, 288.9
5.2428999, 95.5895690, 289.4
5.2428975, 95.5895690, 289.7
5.2428899, 95.5895610, 289.5
5.2428870, 95.5895610, 290.1
5.2428823, 95.5895610, 290.5
5.2428789, 95.5895540, 290.8
5.2428732, 95.5895540, 291.2
5.2428646, 95.5895540, 290.3
5.2428575, 95.5895460, 290.2
5.2428522, 95.5895460, 289.5
5.2428451, 95.5895460, 288.8
5.2428389, 95.5895460, 287.7
5.2428327, 95.5895390, 287.9
5.2428284, 95.5895390, 288.2
5.2428246, 95.5895460, 288.7
5.2428207, 95.5895460, 288.3
5.2428226, 95.5895460, 288.2
5.2428184, 95.5895390, 288.1
5.2428145, 95.5895310, 289.1
5.2428112, 95.5895230, 289.3
5.2428088, 95.5895160, 290.6
5.2428060, 95.5895080, 290.4
5.2428041, 95.5895080, 290.2
5.2427998, 95.5895080, 292.6
5.2427955, 95.5895000, 292.8
5.2427912, 95.5894930, 294.4
5.2427869, 95.5894930, 294.8
5.2427864, 95.5894930, 295.0
5.2427845, 95.5894930, 295.0
5.2427802, 95.5894930, 294.6
5.2427731, 95.5894930, 294.6
5.2427673, 95.5894930, 294.8
5.2427630, 95.5894930, 294.8
5.2427559, 95.5894930, 294.9
5.2427454, 95.5894850, 294.5
5.2427335, 95.5894780, 295.0
5.2427311, 95.5894780, 296.0
5.2427063, 95.5894550, 295.3
5.2426934, 95.5894470, 293.0
5.2426863, 95.5894470, 290.8
5.2426825, 95.5894390, 291.0
5.2426786, 95.5894390, 289.7
5.2426777, 95.5894470, 289.2
5.2426729, 95.5894390, 290.1
5.2426696, 95.5894390, 289.1
5.2426615, 95.5894320, 287.6
5.2426577, 95.5894320, 288.8
5.2426577, 95.5894320, 288.7
5.2426577, 95.5894320, 288.4
5.2426615, 95.5894390, 288.0
5.2426586, 95.5894390, 287.9
5.2426543, 95.5894390, 287.5
5.2426496, 95.5894470, 287.3
5.2426462, 95.5894470, 287.2
5.2426414, 95.5894550, 287.9
5.2426324, 95.5894550, 288.4
5.2426243, 95.5894550, 288.9
5.2426200, 95.5894550, 290.1
5.2426147, 95.5894550, 290.4
5.2426081, 95.5894550, 291.4
5.2426009, 95.5894550, 292.2
5.2425961, 95.5894550, 292.1
5.2425928, 95.5894620, 292.0
5.2425861, 95.5894620, 292.2
5.2425847, 95.5894620, 292.3
5.2425833, 95.5894550, 292.8
5.2425761, 95.5894550, 292.3
5.2425771, 95.5894550, 290.2
5.2425737, 95.5894470, 291.9
5.2425680, 95.5894470, 291.7
5.2425671, 95.5894470, 290.7
5.2425623, 95.5894470, 288.4
5.2425551, 95.5894390, 288.5
5.2425480, 95.5894390, 287.3
5.2425432, 95.5894320, 287.6
5.2425385, 95.5894320, 286.1
5.2425394, 95.5894320, 285.9
5.2425346, 95.5894240, 286.4
5.2425256, 95.5894240, 286.1
5.2425151, 95.5894240, 288.8
5.2425094, 95.5894170, 288.6
5.2424951, 95.5894090, 290.6
5.2424908, 95.5894090, 292.6
5.2424827, 95.5894010, 292.9
5.2424703, 95.5894010, 292.2
5.2424622, 95.5893940, 291.3
5.2424555, 95.5893940, 290.8
5.2424431, 95.5893940, 290.9
5.2424350, 95.5893940, 291.2
5.2424335, 95.5894010, 290.8
5.2424278, 95.5893940, 290.9
5.2424254, 95.5893940, 290.7
5.2424216, 95.5893940, 291.1
5.2424202, 95.5893940, 291.9
5.2424192, 95.5893940, 292.6
5.2424169, 95.5893860, 292.7
5.2424164, 95.5893860, 291.5
5.2424154, 95.5893780, 290.8
5.2424145, 95.5893780, 290.2
5.2424135, 95.5893780, 290.2
5.2424130, 95.5893780, 289.9
5.2424130, 95.5893780, 289.8
5.2424126, 95.5893780, 289.7
5.2424130, 95.5893860, 289.6
5.2424188, 95.5893780, 289.7
5.2424188, 95.5893780, 290.1
5.2424154, 95.5893780, 290.2
5.2424130, 95.5893780, 290.1
5.2424126, 95.5893860, 290.4
5.2424130, 95.5893780, 291.4
5.2423949, 95.5893860, 293.2
5.2423911, 95.5893860, 296.6
5.2423902, 95.5893860, 294.3
5.2423906, 95.5893780, 294.2
5.2423906, 95.5893860, 294.5
5.2423944, 95.5893860, 294.6
5.2423949, 95.5893860, 293.8
5.2423973, 95.5893860, 293.9
5.2423978, 95.5893860, 293.9
5.2423978, 95.5893860, 293.5
5.2423983, 95.5893860, 293.5
5.2423978, 95.5893860, 293.6
5.2423978, 95.5893860, 294.0
5.2423968, 95.5893860, 294.4
5.2423959, 95.5893780, 294.8
5.2423964, 95.5893780, 294.8
5.2423959, 95.5893780, 294.9
5.2423949, 95.5893780, 294.6
5.2423892, 95.5893780, 294.2
5.2423835, 95.5893780, 294.1
5.2423811, 95.5893780, 294.1
5.2423801, 95.5893860, 294.4
5.2423773, 95.5893860, 294.9
5.2423768, 95.5893780, 295.0
5.2423773, 95.5893630, 294.6
5.2423768, 95.5893630, 293.4
5.2423768, 95.5893630, 293.4
5.2423759, 95.5893630, 293.5
5.2423787, 95.5893630, 291.8
5.2423763, 95.5893710, 292.3
5.2423716, 95.5893710, 292.4
5.2423654, 95.5893780, 292.8
5.2423630, 95.5893780, 292.2
5.2423606, 95.5893780, 292.3
5.2423606, 95.5893780, 292.6
5.2423587, 95.5893780, 293.5
5.2423558, 95.5893860, 294.7
5.2423520, 95.5893860, 295.4
5.2423463, 95.5893860, 295.7
5.2423472, 95.5893940, 297.9
5.2423425, 95.5893940, 299.1
5.2423415, 95.5893940, 297.9
5.2423391, 95.5894010, 299.3
5.2423396, 95.5894090, 299.8
5.2423396, 95.5894090, 300.4
5.2423401, 95.5894170, 300.6
5.2423396, 95.5894240, 301.2
5.2423344, 95.5894240, 302.6
5.2423310, 95.5894320, 303.2
5.2423282, 95.5894320, 303.4
5.2423248, 95.5894320, 303.9
5.2423239, 95.5894320, 304.4
5.2423215, 95.5894320, 304.1
5.2423196, 95.5894320, 303.7
5.2423167, 95.5894390, 303.6
5.2423134, 95.5894390, 303.5
5.2423129, 95.5894390, 303.3
5.2423105, 95.5894320, 303.1
5.2423086, 95.5894320, 303.1
5.2423077, 95.5894320, 302.6
5.2423077, 95.5894320, 302.3
5.2423091, 95.5894320, 301.9
5.2423096, 95.5894320, 301.5
5.2423110, 95.5894390, 301.2
5.2423115, 95.5894390, 301.1
5.2423139, 95.5894390, 300.8
5.2423158, 95.5894390, 300.4
5.2423162, 95.5894390, 300.1
5.2423186, 95.5894470, 299.8
5.2423191, 95.5894470, 299.3
5.2423201, 95.5894470, 298.9
5.2423215, 95.5894470, 298.4
5.2423215, 95.5894470, 298.0
5.2423224, 95.5894470, 297.6
5.2423234, 95.5894470, 297.3
5.2423224, 95.5894470, 297.1
5.2423224, 95.5894470, 297.0
5.2423215, 95.5894470, 296.9
5.2423210, 95.5894470, 296.9
5.2423205, 95.5894470, 296.9
5.2423196, 95.5894550, 297.0
5.2423186, 95.5894470, 297.0
5.2423162, 95.5894470, 297.0
5.2423153, 95.5894470, 297.0
5.2423143, 95.5894550, 297.2
5.2423139, 95.5894550, 297.5
5.2423105, 95.5894550, 297.8
5.2423077, 95.5894550, 297.8
5.2423062, 95.5894550, 297.8
5.2423062, 95.5894550, 298.1
5.2423048, 95.5894550, 298.6
5.2423038, 95.5894620, 298.7
5.2423038, 95.5894620, 298.9
5.2423029, 95.5894620, 299.3
5.2423024, 95.5894700, 299.5
5.2422991, 95.5894620, 300.0
5.2422967, 95.5894620, 299.7
5.2422972, 95.5894700, 299.6
5.2422967, 95.5894700, 299.9
5.2422929, 95.5894700, 300.0
5.2422910, 95.5894700, 299.4
5.2422886, 95.5894700, 299.3
5.2422881, 95.5894700, 299.3
5.2422881, 95.5894700, 299.5
5.2422886, 95.5894700, 299.5
5.2422881, 95.5894700, 299.7
5.2422891, 95.5894700, 299.9
5.2422891, 95.5894700, 300.0
5.2422905, 95.5894700, 300.2
5.2422929, 95.5894700, 300.3
5.2422972, 95.5894620, 300.4
5.2423005, 95.5894620, 300.6
5.2423058, 95.5894550, 301.1
5.2423110, 95.5894550, 301.6
5.2423177, 95.5894550, 302.1
5.2423286, 95.5894620, 303.4
5.2423320, 95.5894620, 304.0
5.2423239, 95.5894620, 304.3
5.2423224, 95.5894550, 304.5
5.2423334, 95.5894700, 305.1
5.2423339, 95.5894700, 306.9
5.2423372, 95.5894470, 307.1
5.2423358, 95.5894240, 306.0
5.2423391, 95.5894240, 302.9
5.2423415, 95.5894090, 303.9
5.2423458, 95.5894090, 304.2
5.2423477, 95.5894090, 304.5
5.2423520, 95.5894090, 305.3
5.2423525, 95.5894010, 306.5
5.2423577, 95.5894010, 305.9
5.2423596, 95.5894010, 306.2
5.2423644, 95.5894010, 306.3
5.2423682, 95.5893940, 307.5
5.2423711, 95.5893940, 307.9
5.2423725, 95.5893860, 307.6
5.2423754, 95.5893860, 308.0
5.2423792, 95.5893630, 308.7
5.2423754, 95.5893630, 310.0
5.2423730, 95.5893630, 309.5
5.2423706, 95.5893550, 309.6
5.2423668, 95.5893550, 309.3
5.2423611, 95.5893550, 308.1
5.2423573, 95.5893550, 307.7
5.2423496, 95.5893480, 307.0
5.2423415, 95.5893400, 305.0
5.2423272, 95.5893250, 305.1
5.2423239, 95.5893170, 304.9
5.2423148, 95.5893100, 304.5
5.2423081, 95.5893170, 303.4
5.2422996, 95.5893170, 303.3
5.2422915, 95.5893170, 303.1
5.2422843, 95.5893170, 303.2
5.2422762, 95.5893100, 303.0
5.2422738, 95.5893100, 302.7
5.2422662, 95.5893100, 302.1
5.2422595, 95.5893020, 301.7
5.2422581, 95.5893020, 301.9
5.2422538, 95.5893020, 301.0
5.2422519, 95.5893020, 302.2
5.2422452, 95.5893020, 302.7
5.2422457, 95.5893100, 302.8
5.2422433, 95.5893100, 305.4
5.2422347, 95.5893020, 306.0
5.2422333, 95.5893020, 306.7
5.2422323, 95.5892940, 306.7
5.2422318, 95.5892940, 306.7
5.2422290, 95.5892870, 306.8
5.2422204, 95.5892790, 307.5
5.2422180, 95.5892790, 307.4
5.2422123, 95.5892720, 307.9
5.2422099, 95.5892720, 308.4
5.2422009, 95.5892720, 308.5
5.2421966, 95.5892720, 309.2
5.2421918, 95.5892720, 309.6
5.2421899, 95.5892640, 309.6
